pl_name,pl_rade,pl_masse,pl_radj,pl_massj,pl_dens,st_dist,pl_disc,pl_telescope,pl_eqt,pl_discmethod,pl_facility,pl_mnum,pl_pelink,pl_edelink,pl_cbflag,pl_orbper,pl_pnum,ra,dec,st_spstr,st_age,pl_ratdor,st_rad,rowupdate
HD 196885 b,,,,,,32.99,2007,1.93 m Telescope,,Radial Velocity,Haute-Provence Observatory,0,http://exoplanet.eu/catalog/hd_196885_a_b/,http://exoplanets.org/detail/HD_196885_b,0,1333.00000000,1,309.966156,11.249649,F8 V,3.120,,1.31,2014-08-21
HD 197037 b,,,,,,32.83,2011,2.7 m Harlan J. Smith Telescope,,Radial Velocity,McDonald Observatory,0,http://exoplanet.eu/catalog/hd_197037_b/,http://exoplanets.org/detail/HD_197037_b,0,1035.70000000,1,309.887329,42.248550,G0,,,,2014-05-14
HD 19994 b,,,,,,22.38,2003,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_19994_b/,http://exoplanets.org/detail/HD_19994_b,0,466.20000000,1,48.193485,-1.196101,G0 V,,,,2014-05-14
HD 200964 b,,,,,,68.35,2010,3.0 m C. Donald Shane Telescope,,Radial Velocity,Lick Observatory,0,http://exoplanet.eu/catalog/hd_200964_b/,http://exoplanets.org/detail/HD_200964_b,0,613.80000000,2,316.666016,3.803119,G8 IV,3.000,,4.30,2014-05-14
HD 200964 c,,,,,,68.35,2010,3.0 m C. Donald Shane Telescope,,Radial Velocity,Lick Observatory,0,http://exoplanet.eu/catalog/hd_200964_c/,http://exoplanets.org/detail/HD_200964_c,0,825.00000000,2,316.666016,3.803119,G8 IV,3.000,,4.30,2014-05-14
HD 202206 b,,,,,,46.34,2002,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_202206_b/,http://exoplanets.org/detail/HD_202206_b,1,255.87000000,2,318.740692,-20.789209,G6 V,5.600,,,2015-08-27
HD 202206 c,,,,,,46.34,2004,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_202206_c/,http://exoplanets.org/detail/HD_202206_c,1,1383.40000000,2,318.740692,-20.789209,G6 V,5.600,,,2015-08-27
HD 203030 b,,7656.09700,,24.09000,,40.85,2006,5.1 m Hale Telescope,1206,Imaging,Palomar Observatory,0,,,0,,1,319.742584,26.230545,G8 V,0.220,,,2014-05-14
HD 2039 b,,,,,,89.85,2002,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_2039_b/,http://exoplanets.org/detail/HD_2039_b,0,1120.00000000,1,6.084491,-56.650047,G2/G3 IV/V,,,,2014-08-21
HD 204313 b,,,,,,47.30,2010,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_204313_b/,http://exoplanets.org/detail/HD_204313_b,0,2024.10000000,2,322.050873,-21.726255,G5 V,,,,2015-11-19
HD 204313 c,,,,,,47.30,2015,Multiple Telescopes,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_204313_c/,,0,34.90500000,2,322.050873,-21.726255,G5 V,,,,2015-11-19
HD 204941 b,,,,,,26.95,2011,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_204941_b/,http://exoplanets.org/detail/HD_204941_b,0,1733.00000000,1,323.097961,-20.957422,K1/2 V,6.670,,0.72,2014-05-14
HD 205739 b,,,,,,90.33,2008,6.5 m Magellan II Clay Telescope,,Radial Velocity,Las Campanas Observatory,0,http://exoplanet.eu/catalog/hd_205739_b/,http://exoplanets.org/detail/HD_205739_b,0,279.80000000,1,324.535034,-31.737484,F7 V,2.840,,1.33,2014-09-25
HD 206610 b,,,,,,170.07,2009,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_206610_b/,http://exoplanets.org/detail/HD_206610_b,0,610.00000000,1,325.853760,-7.408253,K0 III,3.000,,6.10,2014-05-14
HD 20782 b,,,,,,36.02,2006,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_20782_b/,http://exoplanets.org/detail/HD_20782_b,0,577.90000000,1,50.014908,-28.854071,G3 V,7.100,,,2014-09-25
HD 207832 b,,,,,,55.31,2012,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_207832_b/,http://exoplanets.org/detail/HD_207832_b,0,161.97000000,2,328.151184,-26.026560,G5 V,,,0.90,2015-09-10
HD 207832 c,,,,,,55.31,2012,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_207832_c/,http://exoplanets.org/detail/HD_207832_c,0,1155.70000000,2,328.151184,-26.026560,G5 V,,,0.90,2015-09-10
HD 20794 b,,,,,,6.06,2011,3.6 m ESO Telescope,660,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_20794_b/,http://exoplanets.org/detail/HD_20794_b,0,18.31500000,3,49.981876,-43.069782,G8 V,5.760,,,2015-08-27
HD 20794 c,,,,,,6.06,2011,3.6 m ESO Telescope,508,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_20794_c/,http://exoplanets.org/detail/HD_20794_c,0,40.11400000,3,49.981876,-43.069782,G8 V,5.760,,,2015-08-27
HD 20794 d,,,,,,6.06,2011,3.6 m ESO Telescope,388,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_20794_d/,http://exoplanets.org/detail/HD_20794_d,0,90.30900000,3,49.981876,-43.069782,G8 V,5.760,,,2015-08-27
HD 208487 b,,,,,,44.00,2004,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_208487_b/,http://exoplanets.org/detail/HD_208487_b,0,130.08000000,1,329.332703,-37.763622,G2 V,,,,2014-11-05
HD 208527 b,,,,,,352.11,2012,1.8 m Telescope,,Radial Velocity,Bohyunsan Optical Astronomical Observatory,0,http://exoplanet.eu/catalog/hd_208527_b/,http://exoplanets.org/detail/HD_208527_b,0,875.50000000,1,329.099945,21.239859,M1 III,2.000,,51.10,2014-05-14
HD 20868 b,,,,,,48.90,2008,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_20868_b/,http://exoplanets.org/detail/HD_20868_b,0,380.85000000,1,50.177895,-33.730103,K3/4 IV,4.500,,0.79,2014-11-05
HD 209458 b,15.468,226.92100,1.380,0.71400,0.36200,47.08,1999,10 m Keck I Telescope,1459,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_209458_b/,http://exoplanets.org/detail/HD_209458_b,0,3.52474859,1,330.794891,18.884319,F8,2.300,,1.16,2014-08-21
HD 210277 b,,,,,,21.29,1998,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_210277_b/,http://exoplanets.org/detail/HD_210277_b,0,442.19000000,1,332.374451,-7.548654,G8/K0 V,,,,2014-11-19
HD 210702 b,,,,,,55.93,2007,3.0 m C. Donald Shane Telescope,,Radial Velocity,Lick Observatory,0,http://exoplanet.eu/catalog/hd_210702_b/,http://exoplanets.org/detail/HD_210702_b,0,354.80000000,1,332.963867,16.040550,K1 III,,,5.10,2015-09-03
HD 212301 b,,,,,,52.72,2005,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_212301_b/,http://exoplanets.org/detail/HD_212301_b,0,2.24571500,1,336.878845,-77.717926,F8 V,1.000,,,2014-05-14
HD 212771 b,,,,,,121.80,2009,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_212771_b/,http://exoplanets.org/detail/HD_212771_b,0,373.30000000,1,336.762787,-17.263659,G8 IV,6.000,,5.00,2014-05-14
HD 213240 b,,,,,,40.75,2001,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_213240_b/,http://exoplanets.org/detail/HD_213240_b,0,951.00000000,1,337.751526,-49.433270,G0/1 V,,,,2015-04-30
HD 215497 b,,,,,,43.53,2009,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_215497_b/,http://exoplanets.org/detail/HD_215497_b,0,3.93404000,2,341.653137,-56.599533,K3 V,7.000,,,2014-11-19
HD 215497 c,,,,,,43.53,2009,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_215497_c/,http://exoplanets.org/detail/HD_215497_c,0,567.94000000,2,341.653137,-56.599533,K3 V,7.000,,,2014-11-19
HD 216435 b,,,,,,33.29,2002,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_216435_b/,http://exoplanets.org/detail/tau_Gru_b,0,1311.00000000,1,343.408051,-48.598286,G0 V,3.000,,,2014-07-23
HD 216437 b,,,,,,26.52,2002,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_216437_b/,http://exoplanets.org/detail/HD_216437_b,0,1256.00000000,1,343.664520,-70.073708,G2/3 IV,,,,2015-04-24
HD 216536 b,,,,,,,2015,9.2 m Hobby-Eberly Telescope,,Radial Velocity,McDonald Observatory,0,http://exoplanet.eu/catalog/hd_216536/,,0,148.60000000,1,343.266598,44.477753,K0,3.800,,12.50,2015-02-05
HD 216770 b,,,,,,37.89,2003,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_216770_b/,http://exoplanets.org/detail/HD_216770_b,0,118.45000000,1,343.973785,-26.658764,K0 V,3.100,,,2015-04-24
HD 217107 b,,,,,,19.72,1998,3.0 m C. Donald Shane Telescope,,Radial Velocity,Lick Observatory,0,http://exoplanet.eu/catalog/hd_217107_b/,http://exoplanets.org/detail/HD_217107_b,0,7.12681600,2,344.564758,-2.395385,G8 IV,,,,2014-05-14
HD 217107 c,,,,,,19.72,2005,3.0 m C. Donald Shane Telescope,,Radial Velocity,Lick Observatory,0,http://exoplanet.eu/catalog/hd_217107_c/,http://exoplanets.org/detail/HD_217107_c,0,4270.00000000,2,344.564758,-2.395385,G8 IV,,,,2014-05-14
HD 217786 b,,,,,,54.92,2010,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_217786_b/,http://exoplanets.org/detail/HD_217786_b,0,1319.00000000,1,345.784180,-0.429622,F8 V,,,,2014-05-14
HD 218566 b,,,,,,29.94,2010,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_218566_b/,http://exoplanets.org/detail/HD_218566_b,0,225.70000000,1,347.294708,-2.260742,K3 V,8.500,,0.86,2014-05-14
HD 219077 b,,,,,,29.20,2012,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_219077_b/,,0,5501.00000000,1,348.527435,-62.700005,G8 V,8.900,,1.91,2014-05-14
HD 219134 b,,,,,,6.55,2015,3.58 m Telescopio Nazionale Galileo,,Radial Velocity,Roque de los Muchachos Observatory,0,http://exoplanet.eu/catalog/hd_219134_b/,,0,3.09310000,7,348.320740,57.168354,K3 V,12.460,,0.77,2015-11-19
HD 219134 c,,,,,,6.55,2015,3.58 m Telescopio Nazionale Galileo,,Radial Velocity,Roque de los Muchachos Observatory,0,http://exoplanet.eu/catalog/hd_219134_c/,,0,6.76350000,7,348.320740,57.168354,K3 V,12.460,,0.77,2015-11-19
HD 219134 d,,,,,,6.55,2015,3.58 m Telescopio Nazionale Galileo,,Radial Velocity,Roque de los Muchachos Observatory,0,http://exoplanet.eu/catalog/hd_219134_d/,,0,46.71000000,7,348.320740,57.168354,K3 V,12.460,,0.77,2015-11-19
HD 219134 e,,,,,,6.55,2015,3.58 m Telescopio Nazionale Galileo,,Radial Velocity,Roque de los Muchachos Observatory,0,http://exoplanet.eu/catalog/hd_219134_e/,,0,1190.00000000,7,348.320740,57.168354,K3 V,12.460,,0.77,2015-08-06
HD 219134 f,,,,,,6.55,2015,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,,,0,22.80500000,7,348.320740,57.168354,K3 V,12.460,,0.77,2015-11-19
HD 219134 g,,,,,,6.55,2015,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,,,0,94.20000000,7,348.320740,57.168354,K3 V,12.460,,0.77,2015-11-19
HD 219134 h,,,,,,6.55,2015,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,,,0,2247.00000000,7,348.320740,57.168354,K3 V,12.460,,0.77,2015-11-19
HD 219415 b,,,,,,,2012,9.2 m Hobby-Eberly Telescope,,Radial Velocity,McDonald Observatory,0,http://exoplanet.eu/catalog/hd_219415_b/,,0,2093.30000000,1,348.724278,56.730328,K0 III,,,2.90,2015-09-18
HD 219828 b,,,,,,81.10,2007,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_219828_b/,http://exoplanets.org/detail/HD_219828_b,0,3.83350000,1,349.694733,18.645720,G0,,,,2014-05-14
HD 220074 b,,,,,,289.02,2012,1.8 m Telescope,,Radial Velocity,Bohyunsan Optical Astronomical Observatory,0,http://exoplanet.eu/catalog/hd_220074_b/,http://exoplanets.org/detail/HD_220074_b,0,672.10000000,1,350.059906,61.970127,M2 III,4.500,,49.70,2014-05-14
HD 220689 b,,,,,,45.23,2012,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_220689_b/,,0,2209.00000000,1,351.470795,-20.616030,G3 V,3.500,,1.07,2014-05-14
HD 220773 b,,,,,,48.43,2011,9.2 m Hobby-Eberly Telescope,,Radial Velocity,McDonald Observatory,0,http://exoplanet.eu/catalog/hd_220773_b/,http://exoplanets.org/detail/HD_220773_b,0,3724.70000000,1,351.614349,8.643845,G0,,,,2014-05-14
HD 221287 b,,,,,,52.88,2007,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_221287_b/,http://exoplanets.org/detail/HD_221287_b,0,456.10000000,1,352.834747,-58.209732,F7 V,1.300,,,2014-05-14
HD 222155 b,,,,,,50.45,2011,1.93 m Telescope,,Radial Velocity,Haute-Provence Observatory,0,http://exoplanet.eu/catalog/hd_222155_b/,http://exoplanets.org/detail/HD_222155_b,0,3999.00000000,1,354.501282,48.996521,G2 V,8.200,,1.67,2014-05-14
HD 222582 b,,,,,,41.95,1999,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_222582_b/,http://exoplanets.org/detail/HD_222582_b,0,572.38000000,1,355.464722,-5.985757,G5 V,,,,2014-07-23
HD 224693 b,,,,,,94.07,2006,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_224693_b/,http://exoplanets.org/detail/HD_224693_b,0,26.73000000,1,359.974304,-22.428114,G2 IV,,,1.70,2014-11-19
HD 22781 b,,,,,,31.79,2011,1.93 m Telescope,,Radial Velocity,Haute-Provence Observatory,0,http://exoplanet.eu/catalog/hd_22781_b/,http://exoplanets.org/detail/HD_22781_b,0,528.07000000,1,55.206356,31.826290,K0,,,,2014-05-14
HD 23079 b,,,,,,34.60,2001,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_23079_b/,http://exoplanets.org/detail/HD_23079_b,0,730.60000000,1,54.929562,-52.915836,F8/G0 V,,,,2014-07-23
HD 23127 b,,,,,,89.13,2006,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_23127_b/,http://exoplanets.org/detail/HD_23127_b,0,1214.00000000,1,54.848495,-60.077843,G2 V,7.100,,,2014-11-19
HD 231701 b,,,,,,108.46,2007,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_231701_b/,http://exoplanets.org/detail/HD_231701_b,0,141.60000000,1,293.017334,16.474291,F8 V,4.900,,1.35,2014-11-19
HD 233604 b,,,,,,,2013,9.2 m Hobby-Eberly Telescope,,Radial Velocity,McDonald Observatory,0,http://exoplanet.eu/catalog/hd_233604_b/,,0,192.00000000,1,137.453380,53.568230,K5,2.400,,10.90,2014-05-14
HD 23596 b,,,,,,51.97,2003,1.93 m Telescope,,Radial Velocity,Haute-Provence Observatory,0,http://exoplanet.eu/catalog/hd_23596_b/,http://exoplanets.org/detail/HD_23596_b,0,1561.00000000,1,57.001556,40.530636,F8,,,,2014-05-14
HD 240210 b,,,,,,,2009,9.2 m Hobby-Eberly Telescope,,Radial Velocity,McDonald Observatory,0,http://exoplanet.eu/catalog/hd_240210_b/,http://exoplanets.org/detail/HD_240210_b,0,501.75000000,1,347.621792,57.029456,K3 III,,,,2014-11-19
HD 240237 b,,,,,,307.69,2011,9.2 m Hobby-Eberly Telescope,,Radial Velocity,McDonald Observatory,0,http://exoplanet.eu/catalog/hd_240237_b/,http://exoplanets.org/detail/HD_240237_b,0,745.70000000,1,348.925934,58.043240,K2 III,,,32.00,2014-11-19
HD 24040 b,,,,,,46.51,2006,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_24040_b/,http://exoplanets.org/detail/HD_24040_b,0,3668.00000000,1,57.595699,17.476366,G0 V,,,,2014-05-14
HD 24064 b,,,,,,264.40,2015,1.8 m Telescope,,Radial Velocity,Bohyunsan Optical Astronomical Observatory,0,,,0,535.60000000,1,59.151241,74.080032,K0,9.000,,38.00,2015-10-15
HD 25171 b,,,,,,56.05,2010,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_25171_b/,http://exoplanets.org/detail/HD_25171_b,0,1845.00000000,1,58.956001,-65.186676,F8 V,,,,2014-05-14
HD 2638 b,,,,,,53.71,2005,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_2638_b/,http://exoplanets.org/detail/HD_2638_b,0,3.44420000,1,7.499466,-5.764002,G5,3.000,,,2014-11-19
HD 27442 b,,,,,,18.24,2000,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_27442_b/,http://exoplanets.org/detail/epsilon_Ret_b,0,428.10000000,1,64.120956,-59.302155,K1/2 III,,,,2014-07-23
HD 27631 b,,,,,,44.54,2012,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_27631_b/,,0,2208.00000000,1,64.939461,-41.960266,G3 IV-V,4.400,,1.00,2014-05-14
HD 27894 b,,,,,,42.37,2005,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_27894_b/,http://exoplanets.org/detail/HD_27894_b,0,17.99040000,1,65.196030,-59.410835,K2 V,3.900,,,2015-04-16
HD 28185 b,,,,,,39.56,2001,1.2 m Leonhard Euler Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_28185_b/,http://exoplanets.org/detail/HD_28185_b,0,385.90000000,1,66.609673,-10.550821,G5/6 V,,,,2014-05-14
HD 28254 b,,,,,,54.70,2010,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_28254_b/,http://exoplanets.org/detail/HD_28254_b,0,1116.00000000,1,66.211273,-50.622192,G1 IV/V,,,1.48,2014-11-19
HD 285507 b,,,,,,42.43,2013,1.5 m Tillinghast Reflector Telescope,,Radial Velocity,Fred Lawrence Whipple Observatory,0,http://exoplanet.eu/catalog/hd_285507/,,0,6.08810000,1,61.755104,15.335032,K4.5 V,0.625,,0.66,2014-05-14
HD 285968 b,,,,,,9.42,2008,3.6 m ESO Telescope,450,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/gj_176_b/,http://exoplanets.org/detail/GJ_176_b,0,8.78360000,1,70.732407,18.958172,M2 V,,,0.45,2014-11-19
HD 28678 b,,,,,,168.92,2011,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_28678_b/,http://exoplanets.org/detail/HD_28678_b,0,387.10000000,1,67.856056,4.575287,G8 IV,,,,2014-05-14
HD 290327 b,,,,,,56.70,2009,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_290327_b/,http://exoplanets.org/detail/HD_290327_b,0,2443.00000000,1,80.839851,-2.277619,G8 V,,,1.00,2014-11-19
HD 2952 b,,,,,,115.21,2013,1.88 m Telescope,,Radial Velocity,Okayama Astrophysical Observatory,0,http://exoplanet.eu/catalog/hd_2952_b/,http://exoplanets.org/detail/HD_2952_b,0,311.60000000,1,8.293311,54.894985,K0 III,,,12.02,2014-05-14
HD 30177 b,,,,,,54.71,2002,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_30177_b/,http://exoplanets.org/detail/HD_30177_b,0,2770.00000000,1,70.476555,-58.020756,G8 V,,,,2014-07-23
HD 30562 b,,,,,,26.50,2009,3.0 m C. Donald Shane Telescope,,Radial Velocity,Lick Observatory,0,http://exoplanet.eu/catalog/hd_30562_b/,http://exoplanets.org/detail/HD_30562_b,0,1159.20000000,1,72.151604,-5.674045,F8 V,3.600,,1.53,2014-05-14
HD 30669 b,,,,,,57.10,2014,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,,,0,1684.00000000,1,72.118690,-28.419298,G9 V,4.800,,0.91,2015-01-08
HD 30856 b,,,,,,121.07,2011,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_30856_b/,http://exoplanets.org/detail/HD_30856_b,0,912.00000000,1,72.574425,-24.368839,K0 III,,,,2014-05-14
HD 31253 b,,,,,,53.82,2010,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_31253_b/,http://exoplanets.org/detail/HD_31253_b,0,466.00000000,1,73.681892,12.352201,F8,3.000,,1.71,2014-05-14
HD 32518 b,,,,,,117.37,2009,2.0 m Alfred Jensch Telescope,,Radial Velocity,Thueringer Landessternwarte Tautenburg,0,http://exoplanet.eu/catalog/hd_32518_b/,http://exoplanets.org/detail/HD_32518_b,0,157.54000000,1,77.403000,69.639404,K1 III,5.830,,10.22,2014-05-14
HD 330075 b,,,,,,50.20,2004,3.6 m ESO Telescope,990,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_330075_b/,http://exoplanets.org/detail/HD_330075_b,0,3.38773000,1,237.407043,-49.963524,K1,6.200,,,2014-11-19
HD 33142 b,,,,,,136.80,2011,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_33142_b/,http://exoplanets.org/detail/HD_33142_b,0,326.60000000,1,76.898087,-13.986480,K0 III,,,,2014-05-14
HD 33283 b,,,,,,86.88,2006,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_33283_b/,http://exoplanets.org/detail/HD_33283_b,0,18.17900000,1,77.004219,-26.797472,G3 V,,,1.20,2014-11-19
HD 33564 b,,,,,,20.98,2005,1.93 m Telescope,,Radial Velocity,Haute-Provence Observatory,0,http://exoplanet.eu/catalog/hd_33564_b/,http://exoplanets.org/detail/HD_33564_b,0,388.00000000,1,80.639717,79.231148,F7 V,,,,2014-12-03
HD 34445 b,,,,,,45.01,2009,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_34445_b/,http://exoplanets.org/detail/HD_34445_b,0,1049.00000000,1,79.420746,7.353343,G0,8.500,,1.38,2014-05-14
HD 3651 b,,,,,,11.11,2003,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,http://exoplanet.eu/catalog/hd_3651_b/,http://exoplanets.org/detail/HD_3651_b,0,62.21800000,1,9.840858,21.250473,K0 V,,,,2014-05-14
HD 37124 b,,,,,,33.24,2002,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_37124_b/,http://exoplanets.org/detail/HD_37124_b,0,154.46000000,3,84.260361,20.730787,G4 V,,,,2014-12-17
HD 37124 c,,,,,,33.24,2002,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_37124_c/,http://exoplanets.org/detail/HD_37124_c,0,843.60000000,3,84.260361,20.730787,G4 V,,,,2014-12-17
HD 37124 d,,,,,,33.24,2005,10 m Keck I Telescope,,Radial Velocity,W. M. Keck Observatory,0,http://exoplanet.eu/catalog/hd_37124_d/,http://exoplanets.org/detail/HD_37124_d,0,2295.00000000,3,84.260361,20.730787,G4 V,,,,2014-12-17
HD 37605 b,,,,,,42.88,2004,9.2 m Hobby-Eberly Telescope,,Radial Velocity,McDonald Observatory,0,http://exoplanet.eu/catalog/hd_37605_b/,http://exoplanets.org/detail/HD_37605_b,0,55.01307000,2,85.007210,6.060579,K0 V,7.000,,0.90,2015-02-05
HD 37605 c,,,,,,42.88,2012,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,http://exoplanet.eu/catalog/hd_37605_c/,http://exoplanets.org/detail/HD_37605_c,0,2720.00000000,2,85.007210,6.060579,K0 V,7.000,,0.90,2014-05-14
HD 38283 b,,,,,,37.78,2010,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_38283_b/,http://exoplanets.org/detail/HD_38283_b,0,363.20000000,1,84.258408,-73.699341,G0/1 V,6.200,,,2015-09-10
HD 38529 b,,,,,,42.43,2000,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,http://exoplanet.eu/catalog/hd_38529_b/,http://exoplanets.org/detail/HD_38529_b,0,14.30980000,2,86.645470,1.168193,G8 III/IV,,,,2014-05-14
HD 38529 c,,,,,,42.43,2000,Multiple Telescopes,,Radial Velocity,Multiple Observatories,0,http://exoplanet.eu/catalog/hd_38529_c/,http://exoplanets.org/detail/HD_38529_c,0,2140.20000000,2,86.645470,1.168193,G8 III/IV,,,,2014-05-14
HD 38801 b,,,,,,99.40,2009,8.2 m Subaru Telescope,,Radial Velocity,Subaru Telescope,0,http://exoplanet.eu/catalog/hd_38801_b/,http://exoplanets.org/detail/HD_38801_b,0,696.30000000,1,86.996567,-8.327700,G8 IV,4.670,,2.53,2014-05-14
HD 39091 b,,,,,,18.21,2001,3.9 m Anglo-Australian Telescope,,Radial Velocity,Anglo-Australian Telescope,0,http://exoplanet.eu/catalog/hd_39091_b/,http://exoplanets.org/detail/HD_39091_b,0,2151.00000000,1,84.291214,-80.469124,G1 V,,,,2014-07-23
HD 40307 b,,,,,,12.83,2009,3.6 m ESO Telescope,,Radial Velocity,La Silla Observatory,0,http://exoplanet.eu/catalog/hd_40307_b/,http://exoplanets.org/detail/HD_40307_b,0,4.31230000,5,88.517670,-60.023472,K3 V,4.500,,,2014-05-14
