pl_name,pl_rade,pl_masse,pl_radj,pl_massj,pl_dens,st_dist,pl_disc,pl_telescope,pl_eqt,pl_discmethod,pl_facility,pl_mnum,pl_pelink,pl_edelink,pl_cbflag,pl_orbper,pl_pnum,ra,dec,st_spstr,st_age,pl_ratdor,st_rad,rowupdate
Kepler-39 b,13.900,6388.10000,1.240,20.10000,13.00000,1200.00,2011,0.95 m Kepler Telescope,897,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-39_b/,http://exoplanets.org/detail/Kepler-39_b,0,21.08721000,1,296.960265,46.034298,F7 V,2.100,24.920000,1.40,2015-01-29
Kepler-390 b,0.820,,0.073,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-390_b/,http://exoplanets.org/detail/Kepler-390_b,0,6.73808800,2,291.628777,41.208603,,,,0.78,2014-05-14
Kepler-390 c,0.790,,0.070,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-390_c/,http://exoplanets.org/detail/Kepler-390_c,0,13.06002200,2,291.628777,41.208603,,,,0.78,2014-05-14
Kepler-391 b,3.200,,0.285,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-391_b/,http://exoplanets.org/detail/Kepler-391_b,0,7.41675500,2,290.621815,51.057304,,,,3.57,2014-05-14
Kepler-391 c,3.540,,0.316,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-391_c/,http://exoplanets.org/detail/Kepler-391_c,0,20.48543500,2,290.621815,51.057304,,,,3.57,2014-05-14
Kepler-392 b,1.000,,0.089,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-392_b/,http://exoplanets.org/detail/Kepler-392_b,0,5.34185300,2,288.660765,43.368084,,,,1.13,2014-05-14
Kepler-392 c,1.100,,0.098,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-392_c/,http://exoplanets.org/detail/Kepler-392_c,0,10.42311800,2,288.660765,43.368084,,,,1.13,2014-05-14
Kepler-393 b,1.290,,0.115,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-393_b/,http://exoplanets.org/detail/Kepler-393_b,0,9.18241700,2,290.995257,45.192215,,,,1.38,2014-05-14
Kepler-393 c,1.330,,0.119,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-393_c/,http://exoplanets.org/detail/Kepler-393_c,0,14.61361200,2,290.995257,45.192215,,,,1.38,2014-05-14
Kepler-394 b,1.600,,0.143,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-394_b/,http://exoplanets.org/detail/Kepler-394_b,0,8.00501300,2,296.301953,50.672318,,,,1.13,2014-05-14
Kepler-394 c,1.660,,0.148,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-394_c/,http://exoplanets.org/detail/Kepler-394_c,0,12.13068600,2,296.301953,50.672318,,,,1.13,2014-05-14
Kepler-395 b,1.030,,0.092,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-395_b/,http://exoplanets.org/detail/Kepler-395_b,0,7.05434600,2,293.511099,45.136598,,,,0.56,2014-05-14
Kepler-395 c,1.320,,0.118,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-395_c/,http://exoplanets.org/detail/Kepler-395_c,0,34.98926200,2,293.511099,45.136598,,,,0.56,2014-05-14
Kepler-396 b,3.500,75.50000,0.312,0.23800,,,2013,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-396_b/,,0,42.99400000,2,296.132818,48.977402,,,,1.06,2014-05-14
Kepler-396 c,5.300,17.90000,0.473,0.05600,,,2013,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-396_c/,,0,88.50500000,2,296.132818,48.977402,,,,1.06,2014-05-14
Kepler-397 b,2.460,,0.219,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-397_b/,http://exoplanets.org/detail/Kepler-397_b,0,22.25094900,2,295.894109,42.380451,,,,0.77,2014-05-14
Kepler-397 c,6.180,,0.551,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-397_c/,http://exoplanets.org/detail/Kepler-397_c,0,135.49852700,2,295.894109,42.380451,,,,0.77,2014-05-14
Kepler-398 b,0.930,,0.083,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-398_b/,http://exoplanets.org/detail/Kepler-398_b,0,4.08142300,2,291.468662,40.343853,,,,0.61,2014-05-14
Kepler-398 c,1.010,,0.090,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-398_c/,http://exoplanets.org/detail/Kepler-398_c,0,11.41941200,2,291.468662,40.343853,,,,0.61,2014-05-14
Kepler-399 b,0.960,,0.086,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-399_b/,http://exoplanets.org/detail/Kepler-399_b,0,14.42528100,3,299.501738,40.670806,,,,0.68,2014-05-14
Kepler-399 c,1.430,,0.128,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-399_c/,http://exoplanets.org/detail/Kepler-399_c,0,26.67569000,3,299.501738,40.670806,,,,0.68,2014-05-14
Kepler-399 d,1.890,,0.169,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-399_d/,http://exoplanets.org/detail/Kepler-399_d,0,58.03461600,3,299.501738,40.670806,,,,0.68,2014-05-14
Kepler-4 b,4.002,24.47200,0.357,0.07700,1.91000,550.00,2009,0.95 m Kepler Telescope,1650,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-4_b/,http://exoplanets.org/detail/Kepler-4_b,0,3.21346000,1,285.615322,50.135754,,4.500,6.470000,1.49,2014-05-14
Kepler-40 b,13.110,699.20000,1.170,2.20000,1.68000,2700.00,2010,0.95 m Kepler Telescope,1620,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-40_b/,http://exoplanets.org/detail/Kepler-40_b,0,6.87349000,1,296.813690,47.526608,F5 IV,2.800,8.110000,2.13,2014-05-14
Kepler-400 b,1.650,,0.147,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-400_b/,http://exoplanets.org/detail/Kepler-400_b,0,9.02438900,2,290.944481,40.480035,,,,1.15,2014-05-14
Kepler-400 c,1.490,,0.133,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-400_c/,http://exoplanets.org/detail/Kepler-400_c,0,17.34082400,2,290.944481,40.480035,,,,1.15,2014-05-14
Kepler-401 b,1.710,,0.153,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-401_b/,http://exoplanets.org/detail/Kepler-401_b,0,14.38303500,2,290.082749,50.863483,,,,1.33,2014-05-14
Kepler-401 c,2.150,,0.192,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-401_c/,http://exoplanets.org/detail/Kepler-401_c,0,47.31821800,2,290.082749,50.863483,,,,1.33,2014-05-14
Kepler-402 b,1.220,,0.109,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-402_b/,http://exoplanets.org/detail/Kepler-402_b,0,4.02875100,4,288.370225,43.354610,,,,1.26,2014-05-14
Kepler-402 c,1.560,,0.139,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-402_c/,http://exoplanets.org/detail/Kepler-402_c,0,6.12482100,4,288.370225,43.354610,,,,1.26,2014-05-14
Kepler-402 d,1.380,,0.123,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-402_d/,http://exoplanets.org/detail/Kepler-402_d,0,8.92109900,4,288.370225,43.354610,,,,1.26,2014-05-14
Kepler-402 e,1.460,,0.130,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-402_e/,http://exoplanets.org/detail/Kepler-402_e,0,11.24286100,4,288.370225,43.354610,,,,1.26,2014-05-14
Kepler-403 b,1.250,,0.112,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-403_b/,http://exoplanets.org/detail/Kepler-403_b,0,7.03146200,2,289.921461,46.744560,,,,1.33,2014-05-14
Kepler-403 c,1.750,,0.156,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-403_c/,http://exoplanets.org/detail/Kepler-403_c,0,54.28074900,2,289.921461,46.744560,,,,1.33,2014-05-14
Kepler-404 b,1.270,,0.113,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-404_b/,http://exoplanets.org/detail/Kepler-404_b,0,11.82985100,2,286.398631,45.343533,,,,0.88,2014-05-14
Kepler-404 c,1.720,,0.153,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-404_c/,http://exoplanets.org/detail/Kepler-404_c,0,14.75116600,2,286.398631,45.343533,,,,0.88,2014-05-14
Kepler-405 b,2.080,,0.186,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-405_b/,http://exoplanets.org/detail/Kepler-405_b,0,10.61383900,2,291.409458,38.340030,,,,0.89,2014-05-14
Kepler-405 c,4.660,,0.416,,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-405_c/,http://exoplanets.org/detail/Kepler-405_c,0,29.72668200,2,291.409458,38.340030,,,,0.89,2014-05-14
Kepler-406 b,1.430,6.35000,0.128,0.02000,11.82000,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,2.42629000,2,291.848044,44.968224,,5.840,,1.07,2014-05-14
Kepler-406 c,0.850,2.71000,0.076,0.00900,24.39000,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,4.62332000,2,291.848044,44.968224,,5.840,,1.07,2014-05-14
Kepler-407 b,1.070,0.06000,0.095,0.00020,0.29000,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,0.66931000,2,286.036347,49.614506,,7.470,,1.01,2014-05-14
Kepler-407 c,,4000.00000,,12.60000,,,2014,0.95 m Kepler Telescope,,Radial Velocity,Kepler,0,,,0,3000.00000000,2,286.036347,49.614506,,7.470,,1.01,2014-05-14
Kepler-408 b,0.820,0.48000,0.073,0.00200,4.42000,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,2.46502000,1,284.786175,48.423233,,6.680,,1.23,2014-05-14
Kepler-409 b,1.190,2.69000,0.106,0.00800,8.88000,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,68.95840000,1,293.679190,46.852764,,6.800,,0.89,2014-05-14
Kepler-41 b,11.657,177.98480,1.040,0.56000,0.70000,770.00,2011,0.95 m Kepler Telescope,1770,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-41__b/,http://exoplanets.org/detail/Kepler-41_b,0,1.85555770,1,294.513229,45.981644,G2 V,,5.053000,1.02,2015-10-15
Kepler-410 A b,2.838,,0.253,,,132.00,2013,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,17.83364800,1,283.150698,45.139832,,2.760,19.500000,1.35,2014-05-14
Kepler-411 b,1.880,,0.168,,,,2013,0.95 m Kepler Telescope,1040,Transit,Kepler,0,,,0,3.00516000,1,287.605582,49.523262,,,10.200000,0.79,2014-05-14
Kepler-412 b,15.031,299.07803,1.341,0.94100,0.52000,1056.00,2014,0.95 m Kepler Telescope,1850,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-412_b/,http://exoplanets.org/detail/Kepler-412_b,0,1.72086040,1,286.110327,43.680958,G3 V,,4.841000,1.29,2015-10-15
Kepler-413 b,4.347,67.00000,0.388,0.21100,3.20000,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,,,1,66.26200000,1,288.510620,51.162472,,,27.543800,0.78,2014-05-14
Kepler-414 b,1.710,3.50000,0.153,0.01100,,,2014,0.95 m Kepler Telescope,,Transit Timing Variations,Kepler,0,,,0,4.70000000,2,297.961566,48.244362,,,,0.95,2014-05-28
Kepler-414 c,3.010,29.90000,0.269,0.09400,,,2014,0.95 m Kepler Telescope,,Transit Timing Variations,Kepler,0,,,0,7.17100000,2,297.961566,48.244362,,,,0.95,2014-05-28
Kepler-415 b,1.210,119.90000,0.108,0.37700,,,2014,0.95 m Kepler Telescope,,Transit Timing Variations,Kepler,0,,,0,4.17600000,2,293.804434,38.639131,,,,0.64,2014-05-28
Kepler-415 c,,,,,,,2014,0.95 m Kepler Telescope,,Transit Timing Variations,Kepler,0,,,0,8.70800000,2,293.804434,38.639131,,,,0.64,2014-05-28
Kepler-416 b,2.480,58.20000,0.221,0.18300,,,2014,0.95 m Kepler Telescope,,Transit Timing Variations,Kepler,0,,,0,6.31900000,2,291.556965,39.227287,,,,1.07,2014-05-28
Kepler-416 c,,,,,,,2014,0.95 m Kepler Telescope,,Transit Timing Variations,Kepler,0,,,0,12.20900000,2,291.556965,39.227287,,,,1.07,2014-05-28
Kepler-417 b,2.310,11.00000,0.206,0.03500,,,2014,0.95 m Kepler Telescope,,Transit Timing Variations,Kepler,0,,,0,12.33100000,2,293.824314,42.779705,,,,0.81,2014-05-28
Kepler-417 c,,,,,,,2014,0.95 m Kepler Telescope,,Transit Timing Variations,Kepler,0,,,0,15.94300000,2,293.824314,42.779705,,,,0.81,2014-05-28
Kepler-418 b,13.450,349.60000,1.200,1.10000,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,86.67856000,1,294.433512,38.355450,,7.000,84.400000,1.09,2014-05-28
Kepler-419 b,10.800,794.50000,0.960,2.50000,,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,69.75460000,2,295.417899,51.184765,,,,1.74,2014-06-25
Kepler-419 c,,2320.10000,,7.30000,,,2014,0.95 m Kepler Telescope,,Transit Timing Variations,Kepler,0,,,0,675.47000000,2,295.417899,51.184765,,,,1.74,2014-06-25
Kepler-42 b,0.780,,0.070,,,38.70,2011,0.95 m Kepler Telescope,519,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-42_b/,http://exoplanets.org/detail/Kepler-42_b,0,1.21376720,3,292.219033,44.619160,M,4.500,,0.17,2014-05-14
Kepler-42 c,0.730,,0.065,,,38.70,2011,0.95 m Kepler Telescope,720,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-42_c/,http://exoplanets.org/detail/Kepler-42_c,0,0.45328509,3,292.219033,44.619160,M,4.500,,0.17,2014-05-14
Kepler-42 d,0.570,,0.051,,,38.70,2011,0.95 m Kepler Telescope,450,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-42_d/,http://exoplanets.org/detail/Kepler-42_d,0,1.86516900,3,292.219033,44.619160,M,4.500,,0.17,2014-05-14
Kepler-420 b,10.540,460.83000,0.940,1.45000,2.10000,900.00,2014,0.95 m Kepler Telescope,511,Transit,Kepler,0,,,0,86.64766100,1,291.225180,44.927383,G5 V,9.300,,1.13,2014-06-25
Kepler-421 b,4.160,,0.371,,,320.00,2014,0.95 m Kepler Telescope,185,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-421_b/,http://exoplanets.org/detail/Kepler-421_b,0,704.19840000,1,283.256822,45.087776,G9/K0,4.000,346.000000,0.76,2014-07-23
Kepler-422 b,12.890,136.66000,1.150,0.43000,0.38000,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-422_b/,,0,7.89144830,1,282.629656,46.323357,,,,1.24,2014-10-03
Kepler-423 b,13.361,189.10100,1.192,0.59500,0.45900,725.00,2014,0.95 m Kepler Telescope,1605,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-423_b/,,0,2.68432850,1,292.855742,46.391178,G4 V,11.000,8.106000,0.95,2015-01-22
Kepler-424 b,9.980,327.35000,0.890,1.03000,1.94000,,2014,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-424_b/,,0,3.31186440,2,298.624890,48.577454,,,,0.94,2014-10-03
Kepler-424 c,,,,,,,2014,0.95 m Kepler Telescope,,Radial Velocity,Kepler,0,http://exoplanet.eu/catalog/kepler-424_c/,,0,223.30000000,2,298.624890,48.577454,,,,0.94,2014-10-03
Kepler-425 b,10.962,79.45000,0.978,0.25000,0.27000,650.00,2014,0.95 m Kepler Telescope,1070,Transit,Kepler,0,,,0,3.79701816,1,290.358009,40.567738,K1 V,5.000,11.600000,0.86,2014-10-03
Kepler-426 b,12.220,108.06000,1.090,0.34000,0.26000,880.00,2014,0.95 m Kepler Telescope,1300,Transit,Kepler,0,,,0,3.21751883,1,289.434628,49.473400,G1 V,6.000,9.670000,0.92,2014-10-03
Kepler-427 b,13.790,92.17000,1.230,0.29000,0.16000,1100.00,2014,0.95 m Kepler Telescope,1100,Transit,Kepler,0,,,0,10.29099400,1,288.254580,43.704868,G2 V,7.000,14.200000,1.35,2014-10-03
Kepler-428 b,12.110,403.63000,1.080,1.27000,1.02000,720.00,2014,0.95 m Kepler Telescope,1070,Transit,Kepler,0,http://exoplanet.eu/catalog/koi-830_b/,http://exoplanets.org/detail/Kepler-428_b,0,3.52563254,1,290.581722,40.577400,K1 V,5.000,11.650000,0.80,2014-10-03
Kepler-43 b,13.664,1026.59090,1.219,3.23000,5.00000,1950.00,2011,0.95 m Kepler Telescope,1620,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-43_b/,http://exoplanets.org/detail/Kepler-43_b,0,3.02409490,1,285.240856,46.668255,F8 V,,6.975000,1.42,2015-10-15
Kepler-430 b,3.250,,0.290,,,,2015,0.95 m Kepler Telescope,667,Transit,Kepler,0,,http://exoplanets.org/detail/Kepler-430_b,0,35.96800000,2,292.808636,49.579445,,,,1.49,2014-11-19
Kepler-430 c,1.750,,0.160,,,,2015,0.95 m Kepler Telescope,458,Transit,Kepler,0,,http://exoplanets.org/detail/Kepler-430_c,0,110.97900000,2,292.808636,49.579445,,,,1.49,2014-11-19
Kepler-431 b,0.764,,0.068,,,,2015,0.95 m Kepler Telescope,1032,Transit,Kepler,0,,http://exoplanets.org/detail/Kepler-431_b,0,6.80300000,3,281.112335,43.227789,,,,1.09,2014-11-19
Kepler-431 c,0.668,,0.060,,,,2015,0.95 m Kepler Telescope,951,Transit,Kepler,0,,http://exoplanets.org/detail/Kepler-431_c,0,8.70300000,3,281.112335,43.227789,,,,1.09,2014-11-19
Kepler-431 d,1.110,,0.100,,,,2015,0.95 m Kepler Telescope,856,Transit,Kepler,0,,http://exoplanets.org/detail/Kepler-431_d,0,11.92200000,3,281.112335,43.227789,,,,1.09,2014-11-19
Kepler-432 b,12.834,1719.46030,1.145,5.41000,4.46000,870.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-432_b/,http://exoplanets.org/detail/Kepler-432_b,0,52.50112900,2,293.282206,48.285900,,4.200,,4.06,2015-04-30
Kepler-432 c,,,,,,870.00,2015,0.95 m Kepler Telescope,,Radial Velocity,Kepler,0,http://exoplanet.eu/catalog/koi-1299_c/,http://exoplanets.org/detail/Kepler-432_c,0,406.20000000,2,293.282206,48.285900,,4.200,,4.06,2015-04-30
Kepler-433 b,16.250,896.24000,1.450,2.82000,1.13000,1870.00,2015,0.95 m Kepler Telescope,1776,Transit,Kepler,0,,,0,5.33408384,1,297.593651,40.977268,,2.670,6.440000,2.26,2015-01-14
Kepler-434 b,12.670,908.96000,1.130,2.86000,2.40000,1240.00,2015,0.95 m Kepler Telescope,1000,Transit,Kepler,0,,,0,12.87470990,1,293.586381,42.928913,,4.000,17.900000,1.38,2015-01-14
Kepler-435 b,22.310,266.97000,1.990,0.84000,0.13100,2070.00,2015,0.95 m Kepler Telescope,1729,Transit,Kepler,0,,,0,8.60015360,1,292.287328,43.197281,,2.250,6.350000,3.21,2015-01-14
Kepler-436 b,2.730,,0.240,,,618.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-436_b/,,0,64.00205000,1,301.720753,44.412063,,3.000,104.000000,0.70,2015-01-06
Kepler-437 b,2.140,,0.190,,,417.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-437_b/,,0,66.65062000,1,297.347393,44.026947,,2.900,91.000000,0.68,2015-01-06
Kepler-438 b,1.120,,0.100,,,145.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-438_b/,,0,35.23319000,1,281.645806,41.951092,,4.400,73.000000,0.52,2015-01-06
Kepler-439 b,2.240,,0.200,,,693.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-439_b/,,0,178.13960000,1,280.801566,44.033994,,7.200,142.000000,0.87,2015-01-06
Kepler-44 b,12.220,317.82000,1.090,1.00000,0.93000,2250.00,2011,0.95 m Kepler Telescope,1544,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-44_b/,http://exoplanets.org/detail/Kepler-44_b,0,3.24672930,1,300.102352,45.762142,G2 IV,5.800,7.070000,1.35,2015-01-29
Kepler-440 b,1.860,,0.170,,,261.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-440_b/,,0,101.11141000,1,285.349952,41.452206,,1.300,99.000000,0.56,2015-01-06
Kepler-441 b,1.640,,0.150,,,284.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-441_b/,,0,207.24820000,1,284.566904,49.012546,,1.900,260.000000,0.55,2015-01-06
Kepler-442 b,1.340,,0.120,,,342.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-442_b/,,0,112.30530000,1,285.366589,39.280081,,2.900,146.000000,0.60,2015-01-06
Kepler-443 b,2.330,,0.210,,,779.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-443_b/,,0,177.66930000,1,288.610544,49.968632,,3.200,151.000000,0.71,2015-01-06
Kepler-444 b,0.403,,0.036,,,35.70,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-444_b/,http://exoplanets.org/detail/Kepler-444_b,0,3.60010530,5,289.752289,41.634605,K,11.230,11.951000,0.75,2015-01-29
Kepler-444 c,0.497,,0.044,,,35.70,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-444_c/,http://exoplanets.org/detail/Kepler-444_c,0,4.54588410,5,289.752289,41.634605,K,11.230,13.961000,0.75,2015-01-29
Kepler-444 d,0.530,,0.047,,,35.70,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-444_d/,http://exoplanets.org/detail/Kepler-444_d,0,6.18939200,5,289.752289,41.634605,K,11.230,17.151000,0.75,2015-01-29
Kepler-444 e,0.546,,0.049,,,35.70,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-444_e/,http://exoplanets.org/detail/Kepler-444_e,0,7.74349300,5,289.752289,41.634605,K,11.230,19.913000,0.75,2015-01-29
Kepler-444 f,0.741,,0.066,,,35.70,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-444_f/,http://exoplanets.org/detail/Kepler-444_f,0,9.74048600,5,289.752289,41.634605,K,11.230,23.205000,0.75,2015-01-29
Kepler-445 b,1.580,,0.140,,,90.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-445_b/,http://exoplanets.org/detail/Kepler-445_b,0,2.98415100,3,298.736067,46.498552,M4,,21.940000,0.21,2015-01-14
Kepler-445 c,2.510,,0.220,,,90.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-445_b/,http://exoplanets.org/detail/Kepler-445_c,0,4.87122900,3,298.736067,46.498552,M4,,30.210000,0.21,2015-01-14
Kepler-445 d,1.250,,0.110,,,90.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-445_b/,http://exoplanets.org/detail/Kepler-445_d,0,8.15275000,3,298.736067,46.498552,M4,,42.950000,0.21,2015-01-14
Kepler-446 b,1.500,,0.130,,,120.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-446_b/,http://exoplanets.org/detail/Kepler-446_b,0,1.56540900,3,282.250207,44.921102,M4,,14.200000,0.24,2015-01-14
Kepler-446 c,1.110,,0.100,,,120.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-446_c/,http://exoplanets.org/detail/Kepler-446_c,0,3.03617900,3,282.250207,44.921102,M4,,22.400000,0.24,2015-01-14
Kepler-446 d,1.350,,0.120,,,120.00,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-446_d/,http://exoplanets.org/detail/Kepler-446_d,0,5.14892100,3,282.250207,44.921102,M4,,31.600000,0.24,2015-01-14
Kepler-447 b,18.490,435.41000,1.650,1.37000,0.40000,,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,7.79430132,1,285.268586,48.560013,G8 V,,20.410000,1.05,2015-02-19
Kepler-449 b,2.056,,0.183,,,,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,12.58242000,2,293.732821,41.900829,,,,1.47,2015-05-21
Kepler-449 c,2.764,,0.247,,,,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,33.67270000,2,293.732821,41.900829,,,,1.47,2015-05-21
Kepler-45 b,10.760,160.49700,0.960,0.50500,0.80000,333.00,2011,0.95 m Kepler Telescope,1000,Transit,Kepler,0,http://exoplanet.eu/catalog/kepler-45_b/,http://exoplanets.org/detail/Kepler-45_b,0,2.45523900,1,292.872900,41.064261,M,0.500,10.600000,0.55,2014-05-14
Kepler-450 b,6.140,,0.548,,,,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,28.45485100,3,295.486509,51.013500,,,,1.57,2015-05-21
Kepler-450 c,2.620,,0.234,,,,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,15.41313500,3,295.486509,51.013500,,,,1.57,2015-05-21
Kepler-450 d,0.837,,0.075,,,,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,,,0,7.51464000,3,295.486509,51.013500,,,,1.57,2015-05-21
Kepler-452 b,1.630,,0.145,,,,2015,0.95 m Kepler Telescope,265,Transit,Kepler,0,,,0,384.84300000,1,296.003688,44.277561,G2,6.000,,1.11,2015-07-23
Kepler-453 b,6.204,0.20000,0.553,0.00063,,,2015,0.95 m Kepler Telescope,,Transit,Kepler,0,http://exoplanet.eu/catalog/kic_9632895_%28ab%29_b/,,1,240.50300000,1,283.241297,46.378471,,2.490,,0.83,2015-07-09
