pl_hostname,pl_name,pl_rade,pl_radj,pl_massj,pl_masse,pl_dens,pl_eqt,pl_telescope,pl_facility,pl_disc,pl_discmethod,pl_pnum,pl_orbper,st_dist,st_optmag,st_teff,st_mass,st_rad,hip_name,hd_name,st_age,ra,dec,pl_pelink,pl_edelink,rowupdate
Kepler-420,Kepler-420 b,10.540,0.940,1.45000,460.83000,2.10000,511,0.95 m Kepler Telescope,Kepler,2014,Transit,1,86.64766100,900.00,14.867,5520.00,0.99,1.13,,,9.300,291.225180,44.927383,,,2014-06-25
Kepler-421,Kepler-421 b,4.160,0.371,,,,185,0.95 m Kepler Telescope,Kepler,2014,Transit,1,704.19840000,320.00,13.354,5308.00,0.79,0.76,,,4.000,283.256822,45.087776,http://exoplanet.eu/catalog/kepler-421_b/,http://exoplanets.org/detail/Kepler-421_b,2014-07-23
Kepler-422,Kepler-422 b,12.890,1.150,0.43000,136.66000,0.38000,,0.95 m Kepler Telescope,Kepler,2014,Transit,1,7.89144830,,13.435,5972.00,1.15,1.24,,,,282.629656,46.323357,http://exoplanet.eu/catalog/kepler-422_b/,,2014-10-03
Kepler-423,Kepler-423 b,13.361,1.192,0.59500,189.10100,0.45900,1605,0.95 m Kepler Telescope,Kepler,2014,Transit,1,2.68432850,725.00,14.290,5560.00,0.85,0.95,,,11.000,292.855742,46.391178,http://exoplanet.eu/catalog/kepler-423_b/,,2015-01-22
Kepler-424,Kepler-424 b,9.980,0.890,1.03000,327.35000,1.94000,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,3.31186440,,14.256,5460.00,1.01,0.94,,,,298.624890,48.577454,http://exoplanet.eu/catalog/kepler-424_b/,,2014-10-03
Kepler-424,Kepler-424 c,,,,,,,0.95 m Kepler Telescope,Kepler,2014,Radial Velocity,2,223.30000000,,14.256,5460.00,1.01,0.94,,,,298.624890,48.577454,http://exoplanet.eu/catalog/kepler-424_c/,,2014-10-03
Kepler-425,Kepler-425 b,10.962,0.978,0.25000,79.45000,0.27000,1070,0.95 m Kepler Telescope,Kepler,2014,Transit,1,3.79701816,650.00,14.970,5170.00,0.93,0.86,,,5.000,290.358009,40.567738,,,2014-10-03
Kepler-426,Kepler-426 b,12.220,1.090,0.34000,108.06000,0.26000,1300,0.95 m Kepler Telescope,Kepler,2014,Transit,1,3.21751883,880.00,15.073,5725.00,0.91,0.92,,,6.000,289.434628,49.473400,,,2014-10-03
Kepler-427,Kepler-427 b,13.790,1.230,0.29000,92.17000,0.16000,1100,0.95 m Kepler Telescope,Kepler,2014,Transit,1,10.29099400,1100.00,14.420,5800.00,0.96,1.35,,,7.000,288.254580,43.704868,,,2014-10-03
Kepler-428,Kepler-428 b,12.110,1.080,1.27000,403.63000,1.02000,1070,0.95 m Kepler Telescope,Kepler,2014,Transit,1,3.52563254,720.00,15.405,5150.00,0.87,0.80,,,5.000,290.581722,40.577400,http://exoplanet.eu/catalog/koi-830_b/,http://exoplanets.org/detail/Kepler-428_b,2014-10-03
Kepler-43,Kepler-43 b,13.664,1.219,3.23000,1026.59090,5.00000,1620,0.95 m Kepler Telescope,Kepler,2011,Transit,1,3.02409490,1950.00,13.958,6041.00,1.32,1.42,,,,285.240856,46.668255,http://exoplanet.eu/catalog/kepler-43_b/,http://exoplanets.org/detail/Kepler-43_b,2015-10-15
Kepler-430,Kepler-430 b,3.250,0.290,,,,667,0.95 m Kepler Telescope,Kepler,2015,Transit,2,35.96800000,,13.848,5884.00,1.17,1.49,,,,292.808636,49.579445,,http://exoplanets.org/detail/Kepler-430_b,2014-11-19
Kepler-430,Kepler-430 c,1.750,0.160,,,,458,0.95 m Kepler Telescope,Kepler,2015,Transit,2,110.97900000,,13.848,5884.00,1.17,1.49,,,,292.808636,49.579445,,http://exoplanets.org/detail/Kepler-430_c,2014-11-19
Kepler-431,Kepler-431 b,0.764,0.068,,,,1032,0.95 m Kepler Telescope,Kepler,2015,Transit,3,6.80300000,,11.973,6004.00,1.07,1.09,,,,281.112335,43.227789,,http://exoplanets.org/detail/Kepler-431_b,2014-11-19
Kepler-431,Kepler-431 c,0.668,0.060,,,,951,0.95 m Kepler Telescope,Kepler,2015,Transit,3,8.70300000,,11.973,6004.00,1.07,1.09,,,,281.112335,43.227789,,http://exoplanets.org/detail/Kepler-431_c,2014-11-19
Kepler-431,Kepler-431 d,1.110,0.100,,,,856,0.95 m Kepler Telescope,Kepler,2015,Transit,3,11.92200000,,11.973,6004.00,1.07,1.09,,,,281.112335,43.227789,,http://exoplanets.org/detail/Kepler-431_d,2014-11-19
Kepler-432,Kepler-432 b,12.834,1.145,5.41000,1719.46030,4.46000,,0.95 m Kepler Telescope,Kepler,2015,Transit,2,52.50112900,870.00,12.465,4995.00,1.32,4.06,,,4.200,293.282206,48.285900,http://exoplanet.eu/catalog/kepler-432_b/,http://exoplanets.org/detail/Kepler-432_b,2015-04-30
Kepler-432,Kepler-432 c,,,,,,,0.95 m Kepler Telescope,Kepler,2015,Radial Velocity,2,406.20000000,870.00,12.465,4995.00,1.32,4.06,,,4.200,293.282206,48.285900,http://exoplanet.eu/catalog/koi-1299_c/,http://exoplanets.org/detail/Kepler-432_c,2015-04-30
Kepler-433,Kepler-433 b,16.250,1.450,2.82000,896.24000,1.13000,1776,0.95 m Kepler Telescope,Kepler,2015,Transit,1,5.33408384,1870.00,14.463,6360.00,1.46,2.26,,,2.670,297.593651,40.977268,,,2015-01-14
Kepler-434,Kepler-434 b,12.670,1.130,2.86000,908.96000,2.40000,1000,0.95 m Kepler Telescope,Kepler,2015,Transit,1,12.87470990,1240.00,14.517,5977.00,1.20,1.38,,,4.000,293.586381,42.928913,,,2015-01-14
Kepler-435,Kepler-435 b,22.310,1.990,0.84000,266.97000,0.13100,1729,0.95 m Kepler Telescope,Kepler,2015,Transit,1,8.60015360,2070.00,13.643,6161.00,1.54,3.21,,,2.250,292.287328,43.197281,,,2015-01-14
Kepler-436,Kepler-436 b,2.730,0.240,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,64.00205000,618.00,15.856,4651.00,0.73,0.70,,,3.000,301.720753,44.412063,http://exoplanet.eu/catalog/kepler-436_b/,,2015-01-06
Kepler-437,Kepler-437 b,2.140,0.190,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,66.65062000,417.00,14.352,4551.00,0.71,0.68,,,2.900,297.347393,44.026947,http://exoplanet.eu/catalog/kepler-437_b/,,2015-01-06
Kepler-438,Kepler-438 b,1.120,0.100,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,35.23319000,145.00,14.467,3748.00,0.54,0.52,,,4.400,281.645806,41.951092,http://exoplanet.eu/catalog/kepler-438_b/,,2015-01-06
Kepler-439,Kepler-439 b,2.240,0.200,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,178.13960000,693.00,14.560,5431.00,0.88,0.87,,,7.200,280.801566,44.033994,http://exoplanet.eu/catalog/kepler-439_b/,,2015-01-06
Kepler-44,Kepler-44 b,12.220,1.090,1.00000,317.82000,0.93000,1544,0.95 m Kepler Telescope,Kepler,2011,Transit,1,3.24672930,2250.00,14.678,5800.00,1.12,1.35,,,5.800,300.102352,45.762142,http://exoplanet.eu/catalog/kepler-44_b/,http://exoplanets.org/detail/Kepler-44_b,2015-01-29
Kepler-440,Kepler-440 b,1.860,0.170,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,101.11141000,261.00,15.134,4134.00,0.57,0.56,,,1.300,285.349952,41.452206,http://exoplanet.eu/catalog/kepler-440_b/,,2015-01-06
Kepler-441,Kepler-441 b,1.640,0.150,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,207.24820000,284.00,15.142,4340.00,0.57,0.55,,,1.900,284.566904,49.012546,http://exoplanet.eu/catalog/kepler-441_b/,,2015-01-06
Kepler-442,Kepler-442 b,1.340,0.120,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,112.30530000,342.00,14.976,4402.00,0.61,0.60,,,2.900,285.366589,39.280081,http://exoplanet.eu/catalog/kepler-442_b/,,2015-01-06
Kepler-443,Kepler-443 b,2.330,0.210,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,177.66930000,779.00,15.891,4723.00,0.74,0.71,,,3.200,288.610544,49.968632,http://exoplanet.eu/catalog/kepler-443_b/,,2015-01-06
Kepler-444,Kepler-444 b,0.403,0.036,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,5,3.60010530,35.70,8.880,5046.00,0.76,0.75,HIP 94931,,11.230,289.752289,41.634605,http://exoplanet.eu/catalog/kepler-444_b/,http://exoplanets.org/detail/Kepler-444_b,2015-01-29
Kepler-444,Kepler-444 c,0.497,0.044,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,5,4.54588410,35.70,8.880,5046.00,0.76,0.75,HIP 94931,,11.230,289.752289,41.634605,http://exoplanet.eu/catalog/kepler-444_c/,http://exoplanets.org/detail/Kepler-444_c,2015-01-29
Kepler-444,Kepler-444 d,0.530,0.047,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,5,6.18939200,35.70,8.880,5046.00,0.76,0.75,HIP 94931,,11.230,289.752289,41.634605,http://exoplanet.eu/catalog/kepler-444_d/,http://exoplanets.org/detail/Kepler-444_d,2015-01-29
Kepler-444,Kepler-444 e,0.546,0.049,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,5,7.74349300,35.70,8.880,5046.00,0.76,0.75,HIP 94931,,11.230,289.752289,41.634605,http://exoplanet.eu/catalog/kepler-444_e/,http://exoplanets.org/detail/Kepler-444_e,2015-01-29
Kepler-444,Kepler-444 f,0.741,0.066,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,5,9.74048600,35.70,8.880,5046.00,0.76,0.75,HIP 94931,,11.230,289.752289,41.634605,http://exoplanet.eu/catalog/kepler-444_f/,http://exoplanets.org/detail/Kepler-444_f,2015-01-29
Kepler-445,Kepler-445 b,1.580,0.140,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,3,2.98415100,90.00,17.475,3157.00,0.18,0.21,,,,298.736067,46.498552,http://exoplanet.eu/catalog/kepler-445_b/,http://exoplanets.org/detail/Kepler-445_b,2015-01-14
Kepler-445,Kepler-445 c,2.510,0.220,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,3,4.87122900,90.00,17.475,3157.00,0.18,0.21,,,,298.736067,46.498552,http://exoplanet.eu/catalog/kepler-445_b/,http://exoplanets.org/detail/Kepler-445_c,2015-01-14
Kepler-445,Kepler-445 d,1.250,0.110,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,3,8.15275000,90.00,17.475,3157.00,0.18,0.21,,,,298.736067,46.498552,http://exoplanet.eu/catalog/kepler-445_b/,http://exoplanets.org/detail/Kepler-445_d,2015-01-14
Kepler-446,Kepler-446 b,1.500,0.130,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,3,1.56540900,120.00,16.257,3359.00,0.22,0.24,,,,282.250207,44.921102,http://exoplanet.eu/catalog/kepler-446_b/,http://exoplanets.org/detail/Kepler-446_b,2015-01-14
Kepler-446,Kepler-446 c,1.110,0.100,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,3,3.03617900,120.00,16.257,3359.00,0.22,0.24,,,,282.250207,44.921102,http://exoplanet.eu/catalog/kepler-446_c/,http://exoplanets.org/detail/Kepler-446_c,2015-01-14
Kepler-446,Kepler-446 d,1.350,0.120,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,3,5.14892100,120.00,16.257,3359.00,0.22,0.24,,,,282.250207,44.921102,http://exoplanet.eu/catalog/kepler-446_d/,http://exoplanets.org/detail/Kepler-446_d,2015-01-14
Kepler-447,Kepler-447 b,18.490,1.650,1.37000,435.41000,0.40000,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,7.79430132,,12.394,5493.00,1.00,1.05,,,,285.268586,48.560013,,,2015-02-19
Kepler-449,Kepler-449 b,2.056,0.183,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,2,12.58242000,,11.411,,0.97,1.47,,,,293.732821,41.900829,,,2015-05-21
Kepler-449,Kepler-449 c,2.764,0.247,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,2,33.67270000,,11.411,,0.97,1.47,,,,293.732821,41.900829,,,2015-05-21
Kepler-45,Kepler-45 b,10.760,0.960,0.50500,160.49700,0.80000,1000,0.95 m Kepler Telescope,Kepler,2011,Transit,1,2.45523900,333.00,16.880,3820.00,0.59,0.55,,,0.500,292.872900,41.064261,http://exoplanet.eu/catalog/kepler-45_b/,http://exoplanets.org/detail/Kepler-45_b,2014-05-14
Kepler-450,Kepler-450 b,6.140,0.548,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,3,28.45485100,,11.684,,1.35,1.57,,,,295.486509,51.013500,,,2015-05-21
Kepler-450,Kepler-450 c,2.620,0.234,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,3,15.41313500,,11.684,,1.35,1.57,,,,295.486509,51.013500,,,2015-05-21
Kepler-450,Kepler-450 d,0.837,0.075,,,,,0.95 m Kepler Telescope,Kepler,2015,Transit,3,7.51464000,,11.684,,1.35,1.57,,,,295.486509,51.013500,,,2015-05-21
Kepler-452,Kepler-452 b,1.630,0.145,,,,265,0.95 m Kepler Telescope,Kepler,2015,Transit,1,384.84300000,,13.426,5757.00,1.04,1.11,,,6.000,296.003688,44.277561,,,2015-07-23
Kepler-453,Kepler-453 b,6.204,0.553,0.00063,0.20000,,,0.95 m Kepler Telescope,Kepler,2015,Transit,1,240.50300000,,13.552,5527.00,0.94,0.83,,,2.490,283.241297,46.378471,http://exoplanet.eu/catalog/kic_9632895_%28ab%29_b/,,2015-07-09
Kepler-454,Kepler-454 b,2.370,0.211,0.02152,6.84000,2.76000,,0.95 m Kepler Telescope,Kepler,2015,Transit,2,10.57375339,,11.570,5701.00,1.03,1.07,,,5.250,287.478529,38.228866,,,2015-12-03
Kepler-454,Kepler-454 c,,,,,,,Multiple Telescopes,Multiple Facilities,2015,Radial Velocity,2,523.90000000,,11.570,5701.00,1.03,1.07,,,5.250,287.478529,38.228866,,,2015-12-03
Kepler-46,Kepler-46 b,9.057,0.808,6.00000,1907.00000,14.00000,543,0.95 m Kepler Telescope,Kepler,2012,Transit,3,33.60134000,855.00,15.262,5309.00,0.90,0.79,,,9.700,289.268744,42.604176,http://exoplanet.eu/catalog/kepler-46_b/,http://exoplanets.org/detail/Kepler-46_b,2014-05-14
Kepler-46,Kepler-46 c,,,0.37600,119.49900,,455,0.95 m Kepler Telescope,Kepler,2012,Transit Timing Variations,3,57.01100000,855.00,15.262,5309.00,0.90,0.79,,,9.700,289.268744,42.604176,http://exoplanet.eu/catalog/kepler-46_c/,http://exoplanets.org/detail/Kepler-46_c,2014-05-14
Kepler-46,Kepler-46 d,1.640,0.146,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,6.76658900,855.00,15.262,5309.00,0.90,0.79,,,9.700,289.268744,42.604176,http://exoplanet.eu/catalog/kepler-46_d/,,2014-05-14
Kepler-47,Kepler-47 b,3.030,0.270,2.00000,636.00000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,49.53200000,1500.00,15.178,5636.00,1.05,0.96,,,,295.297916,46.920467,http://exoplanet.eu/catalog/kepler-47(ab)_b/,http://exoplanets.org/detail/Kepler-47_b,2014-05-14
Kepler-47,Kepler-47 c,4.620,0.411,28.00000,8899.00000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,303.13700000,1500.00,15.178,5636.00,1.05,0.96,,,,295.297916,46.920467,http://exoplanet.eu/catalog/kepler-47(ab)_c/,http://exoplanets.org/detail/Kepler-47_c,2014-05-14
Kepler-48,Kepler-48 b,2.140,0.191,5.94000,1887.83000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,4,4.77798030,,13.040,5194.00,0.88,0.89,,,3.140,299.139212,40.949020,http://exoplanet.eu/catalog/kepler-48_b/,http://exoplanets.org/detail/Kepler-48_b,2014-05-14
Kepler-48,Kepler-48 c,3.140,0.280,11.61000,3689.85000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,4,9.67392830,,13.040,5194.00,0.88,0.89,,,3.140,299.139212,40.949020,http://exoplanet.eu/catalog/kepler-48_c/,http://exoplanets.org/detail/Kepler-48_c,2014-05-14
Kepler-48,Kepler-48 d,2.040,0.182,0.02500,7.93000,5.08000,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,42.89610000,,13.040,5194.00,0.88,0.89,,,3.140,299.139212,40.949020,,,2014-05-14
Kepler-48,Kepler-48 e,,,2.06700,657.00000,,,0.95 m Kepler Telescope,Kepler,2014,Radial Velocity,4,982.00000000,,13.040,5194.00,0.88,0.89,,,3.140,299.139212,40.949020,,,2014-05-14
Kepler-49,Kepler-49 b,2.720,0.243,0.98000,311.46000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,4,7.20379450,,15.264,4252.00,0.55,0.56,,,,292.294579,40.591801,http://exoplanet.eu/catalog/kepler-49_b/,http://exoplanets.org/detail/Kepler-49_b,2014-05-14
Kepler-49,Kepler-49 c,2.550,0.227,0.72000,228.83000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,4,10.91293430,,15.264,4252.00,0.55,0.56,,,,292.294579,40.591801,http://exoplanet.eu/catalog/kepler-49_c/,http://exoplanets.org/detail/Kepler-49_c,2014-05-14
Kepler-49,Kepler-49 d,1.600,0.143,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,2.57654900,,15.264,4252.00,0.55,0.56,,,,292.294579,40.591801,http://exoplanet.eu/catalog/kepler-49_d/,http://exoplanets.org/detail/Kepler-49_d,2014-05-14
Kepler-49,Kepler-49 e,1.560,0.139,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,18.59610800,,15.264,4252.00,0.55,0.56,,,,292.294579,40.591801,http://exoplanet.eu/catalog/kepler-49_e/,http://exoplanets.org/detail/Kepler-49_e,2014-05-14
Kepler-5,Kepler-5 b,15.984,1.426,2.11100,670.93913,0.40000,1750,0.95 m Kepler Telescope,Kepler,2009,Transit,1,3.54846570,,13.369,6297.00,1.37,1.79,,,,299.407009,44.035046,http://exoplanet.eu/catalog/kepler-5_b/,http://exoplanets.org/detail/Kepler-5_b,2015-10-15
Kepler-50,Kepler-50 b,1.710,0.153,,,,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,7.81254000,,10.421,6058.00,1.23,1.88,,,,288.100873,50.033718,http://exoplanet.eu/catalog/kepler-50_b/,http://exoplanets.org/detail/Kepler-50_b,2014-05-14
Kepler-50,Kepler-50 c,2.170,0.194,,,,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,9.37647000,,10.421,6058.00,1.23,1.88,,,,288.100873,50.033718,http://exoplanet.eu/catalog/kepler-50_c/,http://exoplanets.org/detail/Kepler-50_c,2014-05-14
Kepler-51,Kepler-51 b,7.100,0.633,0.00700,2.10000,0.03000,543,0.95 m Kepler Telescope,Kepler,2012,Transit,3,45.15400000,,14.669,6018.00,1.04,0.94,,,0.300,296.479776,49.937683,http://exoplanet.eu/catalog/kepler-51_b/,http://exoplanets.org/detail/Kepler-51_b,2014-05-14
Kepler-51,Kepler-51 c,9.000,0.803,0.01300,4.00000,0.03000,439,0.95 m Kepler Telescope,Kepler,2012,Transit,3,85.31200000,,14.669,6018.00,1.04,0.94,,,0.300,296.479776,49.937683,http://exoplanet.eu/catalog/kepler-51_c/,http://exoplanets.org/detail/Kepler-51_c,2014-05-14
Kepler-51,Kepler-51 d,9.700,0.865,0.02400,7.60000,0.04600,381,0.95 m Kepler Telescope,Kepler,2014,Transit,3,130.19400000,,14.669,6018.00,1.04,0.94,,,0.300,296.479776,49.937683,,,2014-05-14
Kepler-52,Kepler-52 b,2.100,0.187,8.70000,2765.00000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,3,7.87735650,,15.095,4263.00,0.54,0.56,,,,286.738033,49.975750,http://exoplanet.eu/catalog/kepler-52_b/,http://exoplanets.org/detail/Kepler-52_b,2014-05-14
Kepler-52,Kepler-52 c,1.840,0.164,10.41000,3308.41000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,3,16.38500210,,15.095,4263.00,0.54,0.56,,,,286.738033,49.975750,http://exoplanet.eu/catalog/kepler-52_c/,http://exoplanets.org/detail/Kepler-52_c,2014-05-14
Kepler-52,Kepler-52 d,1.950,0.174,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,36.44517100,,15.095,4263.00,0.54,0.56,,,,286.738033,49.975750,http://exoplanet.eu/catalog/kepler-52_d/,http://exoplanets.org/detail/Kepler-52_d,2014-05-14
Kepler-53,Kepler-53 b,2.890,0.258,18.41000,5851.00000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,3,18.64895250,,15.386,5858.00,0.98,0.89,,,,290.461775,40.562462,http://exoplanet.eu/catalog/kepler-53_b/,http://exoplanets.org/detail/Kepler-53_b,2014-05-14
Kepler-53,Kepler-53 c,3.170,0.283,15.74000,5002.43000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,3,38.55830380,,15.386,5858.00,0.98,0.89,,,,290.461775,40.562462,http://exoplanet.eu/catalog/kepler-53_c/,http://exoplanets.org/detail/Kepler-53_c,2014-05-14
Kepler-53,Kepler-53 d,2.120,0.189,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,9.75196200,,15.386,5858.00,0.98,0.89,,,,290.461775,40.562462,http://exoplanet.eu/catalog/kepler-53_d/,http://exoplanets.org/detail/Kepler-53_d,2014-05-14
Kepler-54,Kepler-54 b,2.100,0.187,0.92000,292.39000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,3,8.01094340,,15.847,4252.00,0.51,0.55,,,,294.773939,43.056295,http://exoplanet.eu/catalog/kepler-54_b/,http://exoplanets.org/detail/Kepler-54_b,2014-05-14
Kepler-54,Kepler-54 c,1.230,0.110,0.37000,117.59000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,3,12.07172490,,15.847,4252.00,0.51,0.55,,,,294.773939,43.056295,http://exoplanet.eu/catalog/kepler-54_c/,http://exoplanets.org/detail/Kepler-54_c,2014-05-14
Kepler-54,Kepler-54 d,1.530,0.136,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,20.99569400,,15.847,4252.00,0.51,0.55,,,,294.773939,43.056295,http://exoplanet.eu/catalog/kepler-54_d/,http://exoplanets.org/detail/Kepler-54_d,2014-05-14
Kepler-55,Kepler-55 b,2.430,0.217,1.49000,473.55000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,5,27.94814490,,15.791,4503.00,0.62,0.62,,,,285.168338,44.026466,http://exoplanet.eu/catalog/kepler-55_b/,http://exoplanets.org/detail/Kepler-55_b,2014-05-14
Kepler-55,Kepler-55 c,2.210,0.197,1.11000,352.78000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,5,42.15164180,,15.791,4503.00,0.62,0.62,,,,285.168338,44.026466,http://exoplanet.eu/catalog/kepler-55_c/,http://exoplanets.org/detail/Kepler-55_c,2014-05-14
Kepler-55,Kepler-55 d,1.590,0.142,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,5,2.21109900,,15.791,4503.00,0.62,0.62,,,,285.168338,44.026466,http://exoplanet.eu/catalog/kepler-55_d/,http://exoplanets.org/detail/Kepler-55_d,2014-05-14
Kepler-55,Kepler-55 e,1.550,0.138,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,5,4.61753400,,15.791,4503.00,0.62,0.62,,,,285.168338,44.026466,http://exoplanet.eu/catalog/kepler-55_e/,http://exoplanets.org/detail/Kepler-55_e,2014-05-14
Kepler-55,Kepler-55 f,1.590,0.142,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,5,10.19854500,,15.791,4503.00,0.62,0.62,,,,285.168338,44.026466,http://exoplanet.eu/catalog/kepler-55_f/,http://exoplanets.org/detail/Kepler-55_f,2014-05-14
Kepler-56,Kepler-56 b,6.510,0.581,0.07000,22.10000,0.44200,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,10.50160000,,12.440,4840.00,1.32,4.23,,,3.500,293.758347,41.871869,http://exoplanet.eu/catalog/kepler-56_b/,http://exoplanets.org/detail/Kepler-56_b,2014-05-14
Kepler-56,Kepler-56 c,9.800,0.874,0.57000,181.00000,1.06000,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,21.40239000,,12.440,4840.00,1.32,4.23,,,3.500,293.758347,41.871869,http://exoplanet.eu/catalog/kepler-56_c/,http://exoplanets.org/detail/Kepler-56_c,2014-05-14
Kepler-57,Kepler-57 b,2.190,0.195,18.86000,5994.02000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,5.72931960,,14.809,5145.00,0.83,0.73,,,,293.641285,44.657040,http://exoplanet.eu/catalog/kepler-57_b/,http://exoplanets.org/detail/Kepler-57_b,2014-05-14
Kepler-57,Kepler-57 c,1.550,0.138,6.95000,2208.83000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,11.60925670,,14.809,5145.00,0.83,0.73,,,,293.641285,44.657040,http://exoplanet.eu/catalog/kepler-57_c/,http://exoplanets.org/detail/Kepler-57_c,2014-05-14
Kepler-58,Kepler-58 b,2.780,0.248,1.39000,441.77000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,3,10.21849540,,14.820,6099.00,0.95,1.13,,,,296.358649,39.115194,http://exoplanet.eu/catalog/kepler-58_b/,http://exoplanets.org/detail/Kepler-58_b,2014-05-14
Kepler-58,Kepler-58 c,2.860,0.255,2.19000,696.02000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,3,15.57415680,,14.820,6099.00,0.95,1.13,,,,296.358649,39.115194,http://exoplanet.eu/catalog/kepler-58_c/,http://exoplanets.org/detail/Kepler-58_c,2014-05-14
Kepler-58,Kepler-58 d,2.940,0.262,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,40.10137100,,14.820,6099.00,0.95,1.13,,,,296.358649,39.115194,http://exoplanet.eu/catalog/kepler-58_d/,http://exoplanets.org/detail/Kepler-58_d,2014-05-14
Kepler-59,Kepler-59 b,1.100,0.098,2.05000,651.52000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,11.86817070,,14.307,6074.00,1.04,0.94,,,,287.039503,46.640129,http://exoplanet.eu/catalog/kepler-59_b/,http://exoplanets.org/detail/Kepler-59_b,2014-05-14
Kepler-59,Kepler-59 c,1.980,0.177,1.37000,435.41000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,2,17.98012350,,14.307,6074.00,1.04,0.94,,,,287.039503,46.640129,http://exoplanet.eu/catalog/kepler-59_c/,http://exoplanets.org/detail/Kepler-59_c,2014-05-14
Kepler-6,Kepler-6 b,14.617,1.304,0.66800,212.31044,0.40000,1460,0.95 m Kepler Telescope,Kepler,2009,Transit,1,3.23469960,,13.303,5647.00,1.21,1.39,,,,296.837254,48.239964,http://exoplanet.eu/catalog/kepler-6_b/,http://exoplanets.org/detail/Kepler-6_b,2015-10-15
Kepler-60,Kepler-60 b,2.280,0.203,0.25000,79.45000,,,0.95 m Kepler Telescope,Kepler,2012,Transit,3,7.13161850,,13.959,5915.00,1.11,1.50,,,,288.961242,42.265011,http://exoplanet.eu/catalog/kepler-60_b/,http://exoplanets.org/detail/Kepler-60_b,2014-05-14
