dec,hd_name,hip_name,pl_astflag,pl_cbflag,pl_dens,pl_disc,pl_discmethod,pl_eqt,pl_facility,pl_hostname,pl_imgflag,pl_masse,pl_massj,pl_name,pl_omflag,pl_orbeccen,pl_orbper,pl_pnum,pl_rade,pl_radj,pl_ratdor,pl_rvflag,pl_telescope,pl_tranflag,ra,rowupdate,st_age,st_dist,st_mass,st_optmag,st_rad,st_teff,pl_pelink,pl_edelink
78.064438,HD 120084,HIP 66903,0,0,,2013,Radial Velocity,,Okayama Astrophysical Observatory,HD 120084,0,,,HD 120084 b,0,0.660000,2082.00000000,1,,,,1,1.88 m Telescope,0,205.663345,2014-05-14,,97.66,2.39,5.899,9.12,4892.00,http://exoplanet.eu/catalog/hd_120084_b/,http://exoplanets.org/detail/HD_120084_b
-56.040043,HD 121504,HIP 68162,0,0,,2003,Radial Velocity,,La Silla Observatory,HD 121504,0,,,HD 121504 b,0,0.030000,63.33000000,1,,,,1,1.2 m Leonhard Euler Telescope,0,209.321823,2014-05-14,1.200,44.37,1.18,7.517,,6075.00,http://exoplanet.eu/catalog/hd_121504_b/,http://exoplanets.org/detail/HD_121504_b
-40.393948,HD 125595,HIP 70170,0,0,,2009,Radial Velocity,,La Silla Observatory,HD 125595,0,,,HD 125595 b,0,0.000000,9.67370000,1,,,,1,3.6 m ESO Telescope,0,215.346603,2014-05-14,,27.45,,9.000,,,http://exoplanet.eu/catalog/hd_125595_b/,http://exoplanets.org/detail/HD_125595_b
-17.481522,HD 125612,HIP 70123,0,0,,2007,Radial Velocity,,W. M. Keck Observatory,HD 125612,0,,,HD 125612 b,0,0.460000,559.40000000,3,,,,1,10 m Keck I Telescope,0,215.222977,2014-05-14,3.000,52.83,1.09,8.317,,5900.00,http://exoplanet.eu/catalog/hd_125612_b/,http://exoplanets.org/detail/HD_125612_b
-17.481522,HD 125612,HIP 70123,0,0,,2009,Radial Velocity,,La Silla Observatory,HD 125612,0,,,HD 125612 c,0,0.270000,4.15470000,3,,,,1,3.6 m ESO Telescope,0,215.222977,2014-05-14,3.000,52.83,1.09,8.317,,5900.00,http://exoplanet.eu/catalog/hd_125612_c/,http://exoplanets.org/detail/HD_125612_c
-17.481522,HD 125612,HIP 70123,0,0,,2009,Radial Velocity,,La Silla Observatory,HD 125612,0,,,HD 125612 d,0,0.280000,3008.00000000,3,,,,1,3.6 m ESO Telescope,0,215.222977,2014-05-14,3.000,52.83,1.09,8.317,,5900.00,http://exoplanet.eu/catalog/hd_125612_d/,
85.736153,HD 12648,HIP 10800,0,0,,2015,Radial Velocity,,Bohyunsan Optical Astronomical Observatory,HD 12648,0,,,HD 12648 b,0,0.040000,133.60000000,1,,,,1,1.8 m Telescope,0,34.748653,2015-10-15,4.500,158.40,1.20,6.980,9.20,4835.80,,
25.414305,HD 12661,HIP 9683,0,0,,2000,Radial Velocity,,Multiple Observatories,HD 12661,0,,,HD 12661 b,0,0.376800,262.70900000,2,,,,1,Multiple Telescopes,0,31.142866,2014-05-14,,37.16,,7.425,,,http://exoplanet.eu/catalog/hd_12661_b/,http://exoplanets.org/detail/HD_12661_b
25.414305,HD 12661,HIP 9683,0,0,,2002,Radial Velocity,,Multiple Observatories,HD 12661,0,,,HD 12661 c,0,0.031000,1708.00000000,2,,,,1,Multiple Telescopes,0,31.142866,2014-05-14,,37.16,,7.425,,,http://exoplanet.eu/catalog/hd_12661_c/,http://exoplanets.org/detail/HD_12661_c
-5.177780,HD 126614,HIP 70623,0,0,,2009,Radial Velocity,,W. M. Keck Observatory,HD 126614,0,,,HD 126614 b,0,0.410000,1244.00000000,1,,,,1,10 m Keck I Telescope,0,216.701172,2014-05-14,7.200,68.35,1.15,8.788,1.09,5585.00,http://exoplanet.eu/catalog/hd_126614_b/,http://exoplanets.org/detail/HD_126614_A_b
9.746518,HD 128311,HIP 71395,0,0,,2002,Radial Velocity,,W. M. Keck Observatory,HD 128311,0,,,HD 128311 b,0,0.303000,453.01900000,2,,,,1,10 m Keck I Telescope,0,219.002335,2015-06-25,0.960,,0.83,7.510,0.76,,http://exoplanet.eu/catalog/hd_128311_b/,http://exoplanets.org/detail/HD_128311_b
9.746518,HD 128311,HIP 71395,1,0,,2005,Radial Velocity,,W. M. Keck Observatory,HD 128311,0,1204.25787,3.78900,HD 128311 c,0,0.159000,921.53800000,2,,,,1,10 m Keck I Telescope,0,219.002335,2015-06-25,0.960,,0.83,7.510,0.76,,http://exoplanet.eu/catalog/hd_128311_c/,http://exoplanets.org/detail/HD_128311_c
-68.762749,HD 129445,HIP 72203,0,0,,2009,Radial Velocity,,Las Campanas Observatory,HD 129445,0,,,HD 129445 b,0,0.700000,1840.00000000,1,,,,1,6.5 m Magellan II Clay Telescope,0,221.512772,2014-05-14,,67.61,,8.787,,,http://exoplanet.eu/catalog/hd_129445_b/,
-0.281476,HD 130322,HIP 72339,0,0,,1999,Radial Velocity,,La Silla Observatory,HD 130322,0,,,HD 130322 b,0,0.029000,10.70871000,1,,,,1,1.2 m Leonhard Euler Telescope,0,221.886368,2015-02-19,,29.76,0.92,8.031,0.85,5387.00,http://exoplanet.eu/catalog/hd_130322_b/,http://exoplanets.org/detail/HD_130322_b
18.235401,HD 131496,HIP 72845,0,0,,2011,Radial Velocity,,W. M. Keck Observatory,HD 131496,0,,,HD 131496 b,0,0.163000,883.00000000,1,,,,1,10 m Keck I Telescope,0,223.345947,2014-05-14,,121.36,,7.799,,,http://exoplanet.eu/catalog/hd_131496_b/,http://exoplanets.org/detail/HD_131496_b
-73.535339,HD 131664,HIP 73408,0,0,,2008,Radial Velocity,,La Silla Observatory,HD 131664,0,,,HD 131664 b,0,0.638000,1951.00000000,1,,,,1,3.6 m ESO Telescope,0,225.025314,2014-05-14,2.400,57.21,1.10,8.128,1.16,5886.00,,http://exoplanets.org/detail/HD_131664_b
32.316437,HD 13189,HIP 10085,0,0,,2005,Radial Velocity,,Thueringer Landessternwarte Tautenburg,HD 13189,0,,,HD 13189 b,0,0.270000,471.60000000,1,,,,1,2.0 m Alfred Jensch Telescope,0,32.417381,2014-05-14,,300.30,,7.556,,,http://exoplanet.eu/catalog/hd_13189_b/,http://exoplanets.org/detail/HD_13189_b
53.382168,HD 132406,HIP 73146,0,0,,2007,Radial Velocity,,Haute-Provence Observatory,HD 132406,0,,,HD 132406 b,0,0.340000,974.00000000,1,,,,1,1.93 m Telescope,0,224.227707,2014-05-14,,70.97,,8.467,,,http://exoplanet.eu/catalog/hd_132406_b/,http://exoplanets.org/detail/HD_132406_b
44.043148,HD 132563,HIP 73261 A,0,0,,2011,Radial Velocity,,Roque de los Muchachos Observatory,HD 132563,0,,,HD 132563 b,0,0.220000,1544.00000000,1,,,,1,3.58 m Telescopio Nazionale Galileo,0,224.589661,2014-05-14,,98.52,,8.928,,,http://exoplanet.eu/catalog/hd_132563b_b/,http://exoplanets.org/detail/HD_132563_B_b
-25.309347,HD 134987,HIP 74500,0,0,,1999,Radial Velocity,,W. M. Keck Observatory,HD 134987,0,,,HD 134987 b,0,0.233000,258.19000000,2,,,,1,10 m Keck I Telescope,0,228.369446,2014-05-14,,25.65,,6.450,,,http://exoplanet.eu/catalog/hd_134987_b/,http://exoplanets.org/detail/HD_134987_b
-25.309347,HD 134987,HIP 74500,0,0,,2009,Radial Velocity,,Multiple Observatories,HD 134987,0,,,HD 134987 c,0,0.120000,5000.00000000,2,,,,1,Multiple Telescopes,0,228.369446,2014-05-14,,25.65,,6.450,,,http://exoplanet.eu/catalog/hd_134987_c/,http://exoplanets.org/detail/HD_134987_c
41.733208,HD 136418,HIP 74961,0,0,,2009,Radial Velocity,,W. M. Keck Observatory,HD 136418,0,,,HD 136418 b,0,0.255000,464.30000000,1,,,,1,10 m Keck I Telescope,0,229.775757,2014-05-14,4.000,106.38,1.33,7.879,3.40,5071.00,http://exoplanet.eu/catalog/hd_136418_b/,http://exoplanets.org/detail/HD_136418_b
-80.204590,HD 137388 A,HIP 76351,0,0,,2011,Radial Velocity,,La Silla Observatory,HD 137388 A,0,,,HD 137388 A b,0,0.360000,330.00000000,1,,,,1,3.6 m ESO Telescope,0,233.916367,2014-05-14,6.450,38.45,0.86,8.696,0.82,5240.00,http://exoplanet.eu/catalog/hd_137388_b/,http://exoplanets.org/detail/HD_137388_b
65.594360,HD 13908,HIP 10743,0,0,,2013,Radial Velocity,,Haute-Provence Observatory,HD 13908,0,,,HD 13908 b,0,0.020000,19.38200000,2,,,,1,1.93 m Telescope,0,34.560665,2014-05-14,2.900,66.89,1.29,7.508,1.67,6255.00,http://exoplanet.eu/catalog/hd_13908_b/,http://exoplanets.org/detail/HD_13908_b
65.594360,HD 13908,HIP 10743,0,0,,2013,Radial Velocity,,Haute-Provence Observatory,HD 13908,0,,,HD 13908 c,0,0.120000,931.00000000,2,,,,1,1.93 m Telescope,0,34.560665,2014-05-14,2.900,66.89,1.29,7.508,1.67,6255.00,http://exoplanet.eu/catalog/hd_13908_c/,http://exoplanets.org/detail/HD_13908_c
43.772995,HD 13931,HIP 10626,0,0,,2009,Radial Velocity,,W. M. Keck Observatory,HD 13931,0,,,HD 13931 b,0,0.020000,4218.00000000,1,,,,1,10 m Keck I Telescope,0,34.197414,2014-05-14,8.400,45.52,1.02,7.597,1.23,5829.00,http://exoplanet.eu/catalog/hd_13931_b/,http://exoplanets.org/detail/HD_13931_b
53.922142,HD 139357,HIP 76311,0,0,,2008,Radial Velocity,,Thueringer Landessternwarte Tautenburg,HD 139357,0,,,HD 139357 b,0,0.100000,1125.70000000,1,,,,1,2.0 m Alfred Jensch Telescope,0,233.817490,2014-05-14,3.070,121.36,1.35,5.964,11.47,4700.00,http://exoplanet.eu/catalog/hd_139357_b/,http://exoplanets.org/detail/HD_139357_b
23.767832,HD 14067,HIP 10657,0,0,,2014,Radial Velocity,,Okayama Astrophysical Observatory,HD 14067,0,,,HD 14067 b,0,0.533000,1455.00000000,1,,,,1,1.88 m Telescope,0,34.293499,2014-09-25,0.690,163.40,2.40,6.530,12.40,4815.00,,
-18.436066,HD 141937,HIP 77740,0,0,,2002,Radial Velocity,,La Silla Observatory,HD 141937,0,,,HD 141937 b,0,0.410000,653.22000000,1,,,,1,1.2 m Leonhard Euler Telescope,0,238.073120,2014-05-14,,33.46,,7.250,,,http://exoplanet.eu/catalog/hd_141937_b/,http://exoplanets.org/detail/HD_141937_b
-49.075191,HD 142,HIP 522,0,0,,2001,Radial Velocity,,Anglo-Australian Telescope,HD 142,0,,,HD 142 b,0,0.170000,349.70000000,2,,,,1,3.9 m Anglo-Australian Telescope,0,1.579898,2014-08-21,,25.64,1.23,5.700,1.47,6245.00,http://exoplanet.eu/catalog/hd_142_b/,http://exoplanets.org/detail/HD_142_b
-49.075191,HD 142,HIP 522,0,0,,2012,Radial Velocity,,Anglo-Australian Telescope,HD 142,0,,,HD 142 c,0,0.210000,6005.00000000,2,,,,1,3.9 m Anglo-Australian Telescope,0,1.579898,2014-08-21,,25.64,1.23,5.700,1.47,6245.00,http://exoplanet.eu/catalog/hd_142_c/,
-84.231613,HD 142022 A,HIP 79242,0,0,,2005,Radial Velocity,,La Silla Observatory,HD 142022 A,0,,,HD 142022 A b,0,0.530000,1928.00000000,1,,,,1,1.2 m Leonhard Euler Telescope,0,242.562592,2014-05-14,,35.87,,7.655,,,http://exoplanet.eu/catalog/hd_142022_a_b/,http://exoplanets.org/detail/HD_142022_b
15.430708,HD 142245,HIP 77783,0,0,,2011,Radial Velocity,,W. M. Keck Observatory,HD 142245,0,,,HD 142245 b,0,0.090000,1299.00000000,1,,,,1,10 m Keck I Telescope,0,238.234497,2014-05-14,,106.38,,7.452,,,http://exoplanet.eu/catalog/hd_142245_b/,http://exoplanets.org/detail/HD_142245_b
-60.200256,HD 142415,HIP 78169,0,0,,2003,Radial Velocity,,La Silla Observatory,HD 142415,0,,,HD 142415 b,0,0.500000,386.30000000,1,,,,1,1.2 m Leonhard Euler Telescope,0,239.419968,2014-05-14,1.100,34.57,1.03,7.327,,6045.00,http://exoplanet.eu/catalog/hd_142415_b/,http://exoplanets.org/detail/HD_142415_b
-44.434536,HD 143361,HIP 78521,0,0,,2008,Radial Velocity,,Las Campanas Observatory,HD 143361,0,,,HD 143361 b,0,0.150000,1057.00000000,1,,,,1,6.5 m Magellan II Clay Telescope,0,240.459778,2014-05-14,,59.35,,9.225,,,http://exoplanet.eu/catalog/hd_143361_b/,http://exoplanets.org/detail/HD_143361_b
-27.078173,HD 145377,HIP 79346,0,0,,2008,Radial Velocity,,La Silla Observatory,HD 145377,0,,,HD 145377 b,0,0.307000,103.95000000,1,,,,1,3.6 m ESO Telescope,0,242.901855,2014-05-14,1.300,55.19,1.12,8.095,1.14,6046.00,http://exoplanet.eu/catalog/hd_145377_b/,http://exoplanets.org/detail/HD_145377_b
26.742750,HD 145457,HIP 79219,0,0,,2010,Radial Velocity,,Subaru Telescope,HD 145457,0,,,HD 145457 b,0,0.112000,176.30000000,1,,,,1,8.2 m Subaru Telescope,0,242.516312,2014-05-14,,126.10,1.90,6.566,9.90,4757.00,http://exoplanet.eu/catalog/hd_145457_b/,http://exoplanets.org/detail/HD_145457_b
13.239476,HD 145934,,0,0,,2015,Radial Velocity,,W. M. Keck Observatory,HD 145934,0,,,HD 145934 b,0,0.053000,2730.00000000,1,,,,1,10 m Keck I Telescope,0,243.291140,2015-01-08,,,1.75,8.500,5.38,,,
-8.053001,HD 1461,HIP 1499,0,0,,2010,Radial Velocity,,W. M. Keck Observatory,HD 1461,0,,,HD 1461 b,0,0.172000,5.77152000,2,,,,1,10 m Keck I Telescope,0,4.674448,2015-11-19,,23.44,1.02,6.470,,5765.00,http://exoplanet.eu/catalog/hd_1461_b/,http://exoplanets.org/detail/HD_1461_b
-8.053001,HD 1461,HIP 1499,0,0,,2015,Radial Velocity,,La Silla Observatory,HD 1461,0,,,HD 1461 c,0,0.305000,13.50520000,2,,,,1,3.6 m ESO Telescope,0,4.674448,2015-11-19,,23.44,1.02,6.470,,5765.00,http://exoplanet.eu/catalog/hd_1461_c/,
-61.688763,HD 147018,HIP 80250,0,0,,2009,Radial Velocity,,La Silla Observatory,HD 147018,0,,,HD 147018 b,0,0.468600,44.23600000,2,,,,1,1.2 m Leonhard Euler Telescope,0,245.750610,2014-05-14,,42.68,,8.301,,,http://exoplanet.eu/catalog/hd_147018_b/,http://exoplanets.org/detail/HD_147018_b
-61.688763,HD 147018,HIP 80250,0,0,,2009,Radial Velocity,,La Silla Observatory,HD 147018,0,,,HD 147018 c,0,0.133000,1008.00000000,2,,,,1,1.2 m Leonhard Euler Telescope,0,245.750610,2014-05-14,,42.68,,8.301,,,http://exoplanet.eu/catalog/hd_147018_c/,http://exoplanets.org/detail/HD_147018_c
-39.192982,HD 147513,HIP 80337,0,0,,2003,Radial Velocity,,La Silla Observatory,HD 147513,0,,,HD 147513 b,0,0.260000,528.40000000,1,,,,1,1.2 m Leonhard Euler Telescope,0,246.005371,2014-05-14,0.300,12.87,1.11,5.390,,5883.00,http://exoplanet.eu/catalog/hd_147513_b/,http://exoplanets.org/detail/HD_147513_b
-46.317623,HD 148156,HIP 80680,0,0,,2009,Radial Velocity,,La Silla Observatory,HD 148156,0,,,HD 148156 b,0,0.520000,1027.00000000,1,,,,1,3.6 m ESO Telescope,0,247.072006,2014-05-14,,53.05,1.22,7.689,1.21,6308.00,http://exoplanet.eu/catalog/hd_148156_b/,http://exoplanets.org/detail/HD_148156_b
-13.399640,HD 148427,HIP 80687,0,0,,2009,Radial Velocity,,Lick Observatory,HD 148427,0,,,HD 148427 b,0,0.160000,331.50000000,1,,,,1,3.0 m C. Donald Shane Telescope,0,247.117294,2014-05-14,,59.28,,6.895,,,http://exoplanet.eu/catalog/hd_148427_b/,http://exoplanets.org/detail/HD_148427_b
38.347309,HD 149026,HIP 80838,0,0,0.85000,2005,Radial Velocity,,Subaru Telescope,HD 149026,0,116.95700,0.36800,HD 149026 b,1,,2.87589110,1,9.113,0.813,6.010000,1,8.2 m Subaru Telescope,1,247.623413,2014-10-15,2.600,78.86,1.34,8.150,1.54,6160.00,http://exoplanet.eu/catalog/hd_149026_b/,http://exoplanets.org/detail/HD_149026_b
2.084832,HD 149143,HIP 81022,0,0,,2005,Radial Velocity,,Haute-Provence Observatory,HD 149143,0,,,HD 149143 b,0,0.016000,4.07200000,1,,,,1,1.93 m Telescope,0,248.212708,2014-05-14,4.000,63.49,1.21,7.893,1.49,5884.00,http://exoplanet.eu/catalog/hd_149143_b/,http://exoplanets.org/detail/HD_149143_b
14.054755,HD 1502,HIP 1547,0,0,,2011,Radial Velocity,,W. M. Keck Observatory,HD 1502,0,,,HD 1502 b,0,0.101000,431.80000000,1,,,,1,10 m Keck I Telescope,0,4.821110,2014-05-14,,167.50,,8.342,,,http://exoplanet.eu/catalog/hd_1502_b/,http://exoplanets.org/detail/HD_1502_b
79.789772,HD 150706,HIP 80902,0,0,,2012,Radial Velocity,,Haute-Provence Observatory,HD 150706,0,,,HD 150706 b,0,0.380000,5894.00000000,1,,,,1,1.93 m Telescope,0,247.823273,2014-07-23,3.000,27.23,1.17,7.020,0.96,5961.00,http://exoplanet.eu/catalog/hd_150706_b/,
-46.332958,HD 152079,HIP 82632,0,0,,2009,Radial Velocity,,Las Campanas Observatory,HD 152079,0,,,HD 152079 b,0,0.600000,2097.00000000,1,,,,1,6.5 m Magellan II Clay Telescope,0,253.373901,2014-05-14,,85.18,,9.156,,,http://exoplanet.eu/catalog/hd_152079_b/,
11.973746,HD 152581,HIP 82651,0,0,,2011,Radial Velocity,,W. M. Keck Observatory,HD 152581,0,,,HD 152581 b,0,0.074000,689.00000000,1,,,,1,10 m Keck I Telescope,0,253.431595,2014-05-14,,182.82,,8.347,,,http://exoplanet.eu/catalog/hd_152581_b/,http://exoplanets.org/detail/HD_152581_b
-43.309769,HD 153950,HIP 83547,0,0,,2008,Radial Velocity,,La Silla Observatory,HD 153950,0,,,HD 153950 b,0,0.340000,499.40000000,1,,,,1,3.6 m ESO Telescope,0,256.128632,2014-05-14,4.300,51.87,1.12,7.390,1.34,6076.00,http://exoplanet.eu/catalog/hd_153950_b/,http://exoplanets.org/detail/HD_153950_b
47.081882,HD 154345,HIP 83389,0,0,,2006,Radial Velocity,,W. M. Keck Observatory,HD 154345,0,,,HD 154345 b,0,0.044000,3342.00000000,1,,,,1,10 m Keck I Telescope,0,255.651688,2014-05-14,,18.06,,6.760,,,http://exoplanet.eu/catalog/hd_154345_b/,http://exoplanets.org/detail/HD_154345_b
-56.449268,HD 154672,HIP 83983,0,0,,2008,Radial Velocity,,Las Campanas Observatory,HD 154672,0,,,HD 154672 b,0,0.610000,163.90000000,1,,,,1,6.5 m Magellan II Clay Telescope,0,257.520477,2014-05-14,,65.79,,8.204,,,http://exoplanet.eu/catalog/hd_154672_b/,http://exoplanets.org/detail/HD_154672_b
-56.680798,HD 154857,HIP 84069,0,0,,2004,Radial Velocity,,Anglo-Australian Telescope,HD 154857,0,,,HD 154857 b,0,0.460000,408.60000000,2,,,,1,3.9 m Anglo-Australian Telescope,0,257.815521,2014-05-14,,68.54,1.72,7.238,1.76,5605.00,http://exoplanet.eu/catalog/hd_154857_b/,http://exoplanets.org/detail/HD_154857_b
-56.680798,HD 154857,HIP 84069,0,0,,2014,Radial Velocity,,Anglo-Australian Telescope,HD 154857,0,,,HD 154857 c,0,0.060000,3452.00000000,2,,,,1,3.9 m Anglo-Australian Telescope,0,257.815521,2014-05-14,,68.54,1.72,7.238,1.76,5605.00,http://exoplanet.eu/catalog/hd_154857_c/,http://exoplanets.org/detail/HD_154857_c
-20.654570,HD 155233,HIP 84056,0,0,,2015,Radial Velocity,,Anglo-Australian Telescope,HD 155233,0,,,HD 155233 b,0,0.030000,885.00000000,1,,,,1,3.9 m Anglo-Australian Telescope,0,257.768188,2015-10-22,,75.10,1.50,6.818,5.03,4845.00,http://exoplanet.eu/catalog/hd_155233_b/,
33.355854,HD 155358,HIP 83949,0,0,,2007,Radial Velocity,,McDonald Observatory,HD 155358,0,,,HD 155358 b,0,0.170000,194.30000000,2,,,,1,9.2 m Hobby-Eberly Telescope,0,257.394226,2014-05-14,,43.40,,7.270,,,http://exoplanet.eu/catalog/hd_155358_b/,http://exoplanets.org/detail/HD_155358_b
33.355854,HD 155358,HIP 83949,0,0,,2007,Radial Velocity,,McDonald Observatory,HD 155358,0,,,HD 155358 c,0,0.160000,391.90000000,2,,,,1,9.2 m Hobby-Eberly Telescope,0,257.394226,2014-05-14,,43.40,,7.270,,,http://exoplanet.eu/catalog/hd_155358_c/,http://exoplanets.org/detail/HD_155358_c
63.352093,HD 156279,HIP 84171,0,0,,2011,Radial Velocity,,Haute-Provence Observatory,HD 156279,0,,,HD 156279 b,0,0.708000,131.05000000,1,,,,1,1.93 m Telescope,0,258.096680,2014-05-14,,35.37,,8.077,,,http://exoplanet.eu/catalog/hd_156279_b/,http://exoplanets.org/detail/HD_156279_b
-48.549320,HD 156411,HIP 84787,0,0,,2009,Radial Velocity,,La Silla Observatory,HD 156411,0,,,HD 156411 b,0,0.220000,842.20000000,1,,,,1,3.6 m ESO Telescope,0,259.964172,2014-06-25,,55.10,1.25,6.673,2.16,5900.00,http://exoplanet.eu/catalog/hd_156411_b/,http://exoplanets.org/detail/HD_156411_b
29.227226,HD 156668,HIP 84607,0,0,,2010,Radial Velocity,,W. M. Keck Observatory,HD 156668,0,,,HD 156668 b,0,0.000000,4.64550000,1,,,,1,10 m Keck I Telescope,0,259.418701,2014-05-14,,24.05,,8.420,,,http://exoplanet.eu/catalog/hd_156668_b/,http://exoplanets.org/detail/HD_156668_b
-19.333746,HD 156846,HIP 84856,0,0,,2007,Radial Velocity,,La Silla Observatory,HD 156846,0,,,HD 156846 b,0,0.847850,359.55460000,1,,,,1,1.2 m Leonhard Euler Telescope,0,260.142944,2014-05-14,,49.00,,6.520,,,http://exoplanet.eu/catalog/hd_156846_b/,http://exoplanets.org/detail/HD_156846_b
27.303341,HD 158038,HIP 85294,0,0,,2011,Radial Velocity,,W. M. Keck Observatory,HD 158038,0,,,HD 158038 b,0,0.291000,521.00000000,1,,,,1,10 m Keck I Telescope,0,261.439301,2014-05-14,,114.15,,7.464,,,http://exoplanet.eu/catalog/hd_158038_b/,http://exoplanets.org/detail/HD_158038_b
5.700733,HD 159243,HIP 85911,0,0,,2013,Radial Velocity,,Haute-Provence Observatory,HD 159243,0,,,HD 159243 b,0,0.020000,12.62000000,2,,,,1,1.93 m Telescope,0,263.339783,2014-05-14,1.250,68.59,1.12,8.646,1.12,6123.00,http://exoplanet.eu/catalog/hd_159243_b/,http://exoplanets.org/detail/HD_159243_b
5.700733,HD 159243,HIP 85911,0,0,,2013,Radial Velocity,,Haute-Provence Observatory,HD 159243,0,,,HD 159243 c,0,0.075000,248.40000000,2,,,,1,1.93 m Telescope,0,263.339783,2014-05-14,1.250,68.59,1.12,8.646,1.12,6123.00,http://exoplanet.eu/catalog/hd_159243_c/,http://exoplanets.org/detail/HD_159243_c
-43.145515,HD 159868,HIP 86375,0,0,,2006,Radial Velocity,,Anglo-Australian Telescope,HD 159868,0,,,HD 159868 b,0,0.010000,1178.40000000,2,,,,1,3.9 m Anglo-Australian Telescope,0,264.748016,2014-05-14,,52.72,,7.242,,,http://exoplanet.eu/catalog/hd_159868_b/,http://exoplanets.org/detail/HD_159868_b
-43.145515,HD 159868,HIP 86375,0,0,,2012,Radial Velocity,,Anglo-Australian Telescope,HD 159868,0,,,HD 159868 c,0,0.150000,352.30000000,2,,,,1,3.9 m Anglo-Australian Telescope,0,264.748016,2014-05-14,,52.72,,7.242,,,http://exoplanet.eu/catalog/hd_159868_c/,http://exoplanets.org/detail/HD_159868_c
30.974804,HD 1605,HIP 1640,0,0,,2015,Radial Velocity,,Multiple Observatories,HD 1605,0,,,HD 1605 b,0,0.078000,577.90000000,2,,,,1,Multiple Telescopes,0,5.131330,2015-04-01,4.590,84.60,1.31,7.520,3.80,4757.00,http://exoplanet.eu/catalog/hd_1605_b/,
30.974804,HD 1605,HIP 1640,0,0,,2015,Radial Velocity,,Multiple Observatories,HD 1605,0,,,HD 1605 c,0,0.098000,2111.00000000,2,,,,1,Multiple Telescopes,0,5.131330,2015-04-01,4.590,84.60,1.31,7.520,3.80,4757.00,http://exoplanet.eu/catalog/hd_1605_c/,
-51.834053,HD 160691,HIP 86796,0,0,,2000,Radial Velocity,,Anglo-Australian Telescope,HD 160691,0,,,HD 160691 b,0,0.128000,643.25000000,4,,,,1,3.9 m Anglo-Australian Telescope,0,266.036255,2014-08-21,6.000,15.28,1.08,5.150,,5807.00,http://exoplanet.eu/catalog/mu_ara_b/,http://exoplanets.org/detail/mu_Ara_b
-51.834053,HD 160691,HIP 86796,0,0,,2004,Radial Velocity,,Anglo-Australian Telescope,HD 160691,0,,,HD 160691 c,0,0.098500,4205.80000000,4,,,,1,3.9 m Anglo-Australian Telescope,0,266.036255,2014-08-21,6.000,15.28,1.08,5.150,,5807.00,http://exoplanet.eu/catalog/mu_ara_c/,http://exoplanets.org/detail/mu_Ara_c
-51.834053,HD 160691,HIP 86796,0,0,,2004,Radial Velocity,,La Silla Observatory,HD 160691,0,,,HD 160691 d,0,0.172000,9.63860000,4,,,,1,3.6 m ESO Telescope,0,266.036255,2014-08-21,6.000,15.28,1.08,5.150,,5807.00,http://exoplanet.eu/catalog/mu_ara_d/,http://exoplanets.org/detail/mu_Ara_d
-51.834053,HD 160691,HIP 86796,0,0,,2006,Radial Velocity,,La Silla Observatory,HD 160691,0,,,HD 160691 e,0,0.066600,310.55000000,4,,,,1,3.6 m ESO Telescope,0,266.036255,2014-08-21,6.000,15.28,1.08,5.150,,5807.00,http://exoplanet.eu/catalog/mu_ara_e/,http://exoplanets.org/detail/mu_Ara_e
-3.560602,HD 16141,HIP 12048,0,0,,2000,Radial Velocity,,W. M. Keck Observatory,HD 16141,0,,,HD 16141 b,0,0.252000,75.52300000,1,,,,1,10 m Keck I Telescope,0,38.833035,2014-05-14,,35.91,,,,,http://exoplanet.eu/catalog/hd_16141_b/,http://exoplanets.org/detail/HD_16141_b
42.062634,HD 16175,HIP 12191,0,0,,2009,Radial Velocity,,Lick Observatory,HD 16175,0,,,HD 16175 b,0,0.590000,990.00000000,1,,,,1,3.0 m C. Donald Shane Telescope,0,39.257961,2014-05-14,4.000,59.84,1.29,7.282,1.68,6080.00,http://exoplanet.eu/catalog/hd_16175_b/,http://exoplanets.org/detail/HD_16175_b
-40.318348,HD 162020,HIP 87330,0,0,,2002,Radial Velocity,,La Silla Observatory,HD 162020,0,,,HD 162020 b,0,0.277000,8.42819800,1,,,,1,1.2 m Leonhard Euler Telescope,0,267.659821,2014-05-14,,31.26,,9.120,,,http://exoplanet.eu/catalog/hd_162020_b/,http://exoplanets.org/detail/HD_162020_b
56.391956,HD 163607,HIP 87601,0,0,,2010,Radial Velocity,,W. M. Keck Observatory,HD 163607,0,,,HD 163607 b,0,0.730000,75.29000000,2,,,,1,10 m Keck I Telescope,0,268.418732,2015-02-05,8.600,69.44,1.09,7.979,1.63,5543.00,http://exoplanet.eu/catalog/hd_163607_b/,http://exoplanets.org/detail/HD_163607_b
56.391956,HD 163607,HIP 87601,0,0,,2010,Radial Velocity,,W. M. Keck Observatory,HD 163607,0,,,HD 163607 c,0,0.120000,1314.00000000,2,,,,1,10 m Keck I Telescope,0,268.418732,2014-06-25,8.600,69.44,1.09,7.979,1.63,5543.00,http://exoplanet.eu/catalog/hd_163607_c/,http://exoplanets.org/detail/HD_163607_c
