dec,hd_name,hip_name,pl_astflag,pl_cbflag,pl_dens,pl_disc,pl_discmethod,pl_eqt,pl_facility,pl_hostname,pl_imgflag,pl_masse,pl_massj,pl_name,pl_omflag,pl_orbeccen,pl_orbper,pl_pnum,pl_rade,pl_radj,pl_ratdor,pl_rvflag,pl_telescope,pl_tranflag,ra,rowupdate,st_age,st_dist,st_mass,st_optmag,st_rad,st_teff,pl_pelink,pl_edelink
41.023235,,,0,0,,2014,Transit,,Kepler,Kepler-151,0,,,Kepler-151 b,0,,15.22895800,2,3.060,0.273,,0,0.95 m Kepler Telescope,1,292.162778,2014-05-14,,,0.83,14.769,0.83,5460.00,http://exoplanet.eu/catalog/kepler-151_b/,http://exoplanets.org/detail/Kepler-151_b
41.023235,,,0,0,,2014,Transit,,Kepler,Kepler-151,0,,,Kepler-151 c,0,,24.67461200,2,2.090,0.186,,0,0.95 m Kepler Telescope,1,292.162778,2014-05-14,,,0.83,14.769,0.83,5460.00,http://exoplanet.eu/catalog/kepler-151_c/,http://exoplanets.org/detail/Kepler-151_c
41.989086,,,0,0,,2014,Transit,,Kepler,Kepler-152,0,,,Kepler-152 b,0,,18.20797300,2,2.790,0.249,,0,0.95 m Kepler Telescope,1,286.865479,2014-05-14,,,,14.290,0.72,5088.00,http://exoplanet.eu/catalog/kepler-152_b/,http://exoplanets.org/detail/Kepler-152_b
41.989086,,,0,0,,2014,Transit,,Kepler,Kepler-152,0,,,Kepler-152 c,0,,88.25505500,2,2.390,0.213,,0,0.95 m Kepler Telescope,1,286.865479,2014-05-14,,,,14.290,0.72,5088.00,http://exoplanet.eu/catalog/kepler-152_c/,http://exoplanets.org/detail/Kepler-152_c
48.257118,,,0,0,,2014,Transit,,Kepler,Kepler-153,0,,,Kepler-153 b,0,,18.87022700,2,2.920,0.261,,0,0.95 m Kepler Telescope,1,282.460522,2014-05-14,,,,14.262,0.89,5404.00,http://exoplanet.eu/catalog/kepler-153_b/,http://exoplanets.org/detail/Kepler-153_b
48.257118,,,0,0,,2014,Transit,,Kepler,Kepler-153,0,,,Kepler-153 c,0,,46.90232000,2,2.530,0.226,,0,0.95 m Kepler Telescope,1,282.460522,2014-05-14,,,,14.262,0.89,5404.00,http://exoplanet.eu/catalog/kepler-153_c/,http://exoplanets.org/detail/Kepler-153_c
49.896530,,,0,0,,2014,Transit,,Kepler,Kepler-154,0,,,Kepler-154 b,0,,33.04053200,2,2.260,0.202,,0,0.95 m Kepler Telescope,1,289.780522,2014-05-14,,,0.89,14.534,1.00,5690.00,http://exoplanet.eu/catalog/kepler-154_b/,http://exoplanets.org/detail/Kepler-154_b
49.896530,,,0,0,,2014,Transit,,Kepler,Kepler-154,0,,,Kepler-154 c,0,,62.30327600,2,2.950,0.263,,0,0.95 m Kepler Telescope,1,289.780522,2014-05-14,,,0.89,14.534,1.00,5690.00,http://exoplanet.eu/catalog/kepler-154_c/,http://exoplanets.org/detail/Kepler-154_c
51.081947,,,0,0,,2014,Transit,,Kepler,Kepler-155,0,,,Kepler-155 b,0,,5.93119400,2,2.090,0.186,,0,0.95 m Kepler Telescope,1,288.495833,2014-05-14,,,0.58,14.258,0.62,4508.00,http://exoplanet.eu/catalog/kepler-155_b/,http://exoplanets.org/detail/Kepler-155_b
51.081947,,,0,0,,2014,Transit,,Kepler,Kepler-155,0,,,Kepler-155 c,0,,52.66179300,2,2.240,0.200,,0,0.95 m Kepler Telescope,1,288.495833,2014-05-14,,,0.58,14.258,0.62,4508.00,http://exoplanet.eu/catalog/kepler-155_c/,http://exoplanets.org/detail/Kepler-155_c
37.749490,,,0,0,,2014,Transit,,Kepler,Kepler-156,0,,,Kepler-156 b,0,,4.97345600,2,2.300,0.205,,0,0.95 m Kepler Telescope,1,290.296515,2014-05-14,,,,14.172,0.81,5094.00,http://exoplanet.eu/catalog/kepler-156_b/,http://exoplanets.org/detail/Kepler-156_b
37.749490,,,0,0,,2014,Transit,,Kepler,Kepler-156,0,,,Kepler-156 c,0,,15.90680100,2,2.550,0.227,,0,0.95 m Kepler Telescope,1,290.296515,2014-05-14,,,,14.172,0.81,5094.00,http://exoplanet.eu/catalog/kepler-156_c/,http://exoplanets.org/detail/Kepler-156_c
38.875609,,,0,0,,2014,Transit,,Kepler,Kepler-157,0,,,Kepler-157 b,0,,1.73234200,2,1.320,0.118,,0,0.95 m Kepler Telescope,1,291.097225,2014-05-14,,,,14.002,1.04,5774.00,http://exoplanet.eu/catalog/kepler-157_b/,http://exoplanets.org/detail/Kepler-157_b
38.875609,,,0,0,,2014,Transit,,Kepler,Kepler-157,0,,,Kepler-157 c,0,,13.54050000,2,2.240,0.200,,0,0.95 m Kepler Telescope,1,291.097225,2014-05-14,,,,14.002,1.04,5774.00,http://exoplanet.eu/catalog/kepler-157_c/,http://exoplanets.org/detail/Kepler-157_c
39.781348,,,0,0,,2014,Transit,,Kepler,Kepler-158,0,,,Kepler-158 b,0,,16.70918400,2,2.120,0.189,,0,0.95 m Kepler Telescope,1,284.032244,2014-05-14,,,,14.427,0.62,4623.00,http://exoplanet.eu/catalog/kepler-158_b/,http://exoplanets.org/detail/Kepler-158_b
39.781348,,,0,0,,2014,Transit,,Kepler,Kepler-158,0,,,Kepler-158 c,0,,28.55138300,2,1.900,0.170,,0,0.95 m Kepler Telescope,1,284.032244,2014-05-14,,,,14.427,0.62,4623.00,http://exoplanet.eu/catalog/kepler-158_c/,http://exoplanets.org/detail/Kepler-158_c
40.868784,,,0,0,,2014,Transit,,Kepler,Kepler-159,0,,,Kepler-159 b,0,,10.13962300,2,2.380,0.212,,0,0.95 m Kepler Telescope,1,297.070170,2014-05-14,,,,14.902,0.66,4625.00,http://exoplanet.eu/catalog/kepler-159_b/,http://exoplanets.org/detail/Kepler-159_b
40.868784,,,0,0,,2014,Transit,,Kepler,Kepler-159,0,,,Kepler-159 c,0,,43.59579200,2,3.410,0.304,,0,0.95 m Kepler Telescope,1,297.070170,2014-05-14,,,,14.902,0.66,4625.00,http://exoplanet.eu/catalog/kepler-159_c/,http://exoplanets.org/detail/Kepler-159_c
51.757439,,,0,1,0.96400,2011,Transit,,Kepler,Kepler-16,0,105.83300,0.33300,Kepler-16 b,0,0.006900,228.77600000,1,8.449,0.754,,1,0.95 m Kepler Telescope,1,289.075710,2014-05-14,,61.00,0.69,11.762,0.65,4450.00,http://exoplanet.eu/catalog/kepler-16_(ab)_b/,http://exoplanets.org/detail/Kepler-16_b
42.869286,,,0,0,,2014,Transit,,Kepler,Kepler-160,0,,,Kepler-160 b,0,,4.30942700,2,1.540,0.137,,0,0.95 m Kepler Telescope,1,287.773581,2014-05-14,,,,14.619,0.88,5857.00,http://exoplanet.eu/catalog/kepler-160_b/,http://exoplanets.org/detail/Kepler-160_b
42.869286,,,0,0,,2014,Transit,,Kepler,Kepler-160,0,,,Kepler-160 c,0,,13.69908700,2,3.610,0.322,,0,0.95 m Kepler Telescope,1,287.773581,2014-05-14,,,,14.619,0.88,5857.00,http://exoplanet.eu/catalog/kepler-160_c/,http://exoplanets.org/detail/Kepler-160_c
43.083824,,,0,0,,2014,Transit,,Kepler,Kepler-161,0,,,Kepler-161 b,0,,4.92135500,2,2.120,0.189,,0,0.95 m Kepler Telescope,1,290.516491,2014-05-14,,,0.77,14.196,0.81,5078.00,http://exoplanet.eu/catalog/kepler-161_b/,http://exoplanets.org/detail/Kepler-161_b
43.083824,,,0,0,,2014,Transit,,Kepler,Kepler-161,0,,,Kepler-161 c,0,,7.06424000,2,2.050,0.183,,0,0.95 m Kepler Telescope,1,290.516491,2014-05-14,,,0.77,14.196,0.81,5078.00,http://exoplanet.eu/catalog/kepler-161_c/,http://exoplanets.org/detail/Kepler-161_c
43.724018,,,0,0,,2014,Transit,,Kepler,Kepler-162,0,,,Kepler-162 b,0,,6.91979800,2,1.260,0.112,,0,0.95 m Kepler Telescope,1,297.278910,2014-05-14,,,,14.248,0.96,5816.00,http://exoplanet.eu/catalog/kepler-162_b/,http://exoplanets.org/detail/Kepler-162_b
43.724018,,,0,0,,2014,Transit,,Kepler,Kepler-162,0,,,Kepler-162 c,0,,19.44635500,2,3.030,0.270,,0,0.95 m Kepler Telescope,1,297.278910,2014-05-14,,,,14.248,0.96,5816.00,http://exoplanet.eu/catalog/kepler-162_c/,http://exoplanets.org/detail/Kepler-162_c
46.987328,,,0,0,,2014,Transit,,Kepler,Kepler-163,0,,,Kepler-163 b,0,,7.81093700,2,1.050,0.094,,0,0.95 m Kepler Telescope,1,295.002819,2014-05-14,,,0.96,14.415,0.92,5776.00,http://exoplanet.eu/catalog/kepler-163_b/,http://exoplanets.org/detail/Kepler-163_b
46.987328,,,0,0,,2014,Transit,,Kepler,Kepler-163,0,,,Kepler-163 c,0,,21.34726200,2,2.260,0.202,,0,0.95 m Kepler Telescope,1,295.002819,2014-05-14,,,0.96,14.415,0.92,5776.00,http://exoplanet.eu/catalog/kepler-163_c/,http://exoplanets.org/detail/Kepler-163_c
47.629913,,,0,0,,2014,Transit,,Kepler,Kepler-164,0,,,Kepler-164 b,0,,5.03503000,3,1.410,0.126,,0,0.95 m Kepler Telescope,1,287.780828,2014-05-14,,,1.11,14.282,1.15,5888.00,http://exoplanet.eu/catalog/kepler-164_b/,http://exoplanets.org/detail/Kepler-164_b
47.629913,,,0,0,,2014,Transit,,Kepler,Kepler-164,0,,,Kepler-164 c,0,,10.94572300,3,2.730,0.244,,0,0.95 m Kepler Telescope,1,287.780828,2014-05-14,,,1.11,14.282,1.15,5888.00,http://exoplanet.eu/catalog/kepler-164_c/,http://exoplanets.org/detail/Kepler-164_c
47.629913,,,0,0,,2014,Transit,,Kepler,Kepler-164,0,,,Kepler-164 d,0,,28.98676900,3,2.450,0.219,,0,0.95 m Kepler Telescope,1,287.780828,2014-05-14,,,1.11,14.282,1.15,5888.00,http://exoplanet.eu/catalog/kepler-164_d/,http://exoplanets.org/detail/Kepler-164_d
47.809735,,,0,0,,2014,Transit,,Kepler,Kepler-165,0,,,Kepler-165 b,0,,8.18084800,2,2.320,0.207,,0,0.95 m Kepler Telescope,1,280.691016,2014-05-14,,,,14.802,0.77,5211.00,http://exoplanet.eu/catalog/kepler-165_b/,http://exoplanets.org/detail/Kepler-165_b
47.809735,,,0,0,,2014,Transit,,Kepler,Kepler-165,0,,,Kepler-165 c,0,,15.31299000,2,2.230,0.199,,0,0.95 m Kepler Telescope,1,280.691016,2014-05-14,,,,14.802,0.77,5211.00,http://exoplanet.eu/catalog/kepler-165_c/,http://exoplanets.org/detail/Kepler-165_c
48.881191,,,0,0,,2014,Transit,,Kepler,Kepler-166,0,,,Kepler-166 b,0,,7.65025400,2,2.270,0.203,,0,0.95 m Kepler Telescope,1,293.160171,2014-05-14,,,,14.701,0.74,5413.00,http://exoplanet.eu/catalog/kepler-166_b/,http://exoplanets.org/detail/Kepler-166_b
48.881191,,,0,0,,2014,Transit,,Kepler,Kepler-166,0,,,Kepler-166 c,0,,34.26028100,2,2.380,0.212,,0,0.95 m Kepler Telescope,1,293.160171,2014-05-14,,,,14.701,0.74,5413.00,http://exoplanet.eu/catalog/kepler-166_c/,http://exoplanets.org/detail/Kepler-166_c
38.345413,,,0,0,,2014,Transit,,Kepler,Kepler-167,0,,,Kepler-167 b,0,,4.39314700,2,1.450,0.129,,0,0.95 m Kepler Telescope,1,292.658441,2014-05-14,,,0.76,14.023,0.70,4796.00,http://exoplanet.eu/catalog/kepler-167_b/,http://exoplanets.org/detail/Kepler-167_b
38.345413,,,0,0,,2014,Transit,,Kepler,Kepler-167,0,,,Kepler-167 c,0,,7.40609700,2,1.370,0.122,,0,0.95 m Kepler Telescope,1,292.658441,2014-05-14,,,0.76,14.023,0.70,4796.00,http://exoplanet.eu/catalog/kepler-167_c/,http://exoplanets.org/detail/Kepler-167_c
39.825104,,,0,0,,2014,Transit,,Kepler,Kepler-168,0,,,Kepler-168 b,0,,4.42539100,2,1.460,0.130,,0,0.95 m Kepler Telescope,1,294.710165,2014-05-14,,,,14.606,1.11,6282.00,http://exoplanet.eu/catalog/kepler-168_b/,http://exoplanets.org/detail/Kepler-168_b
39.825104,,,0,0,,2014,Transit,,Kepler,Kepler-168,0,,,Kepler-168 c,0,,13.19324200,2,2.690,0.240,,0,0.95 m Kepler Telescope,1,294.710165,2014-05-14,,,,14.606,1.11,6282.00,http://exoplanet.eu/catalog/kepler-168_c/,http://exoplanets.org/detail/Kepler-168_c
40.919329,,,0,0,,2014,Transit,,Kepler,Kepler-169,0,,,Kepler-169 b,0,,3.25061900,5,1.130,0.101,,0,0.95 m Kepler Telescope,1,285.999891,2014-05-14,,,0.86,14.194,0.76,4997.00,http://exoplanet.eu/catalog/kepler-169_b/,http://exoplanets.org/detail/Kepler-169_b
40.919329,,,0,0,,2014,Transit,,Kepler,Kepler-169,0,,,Kepler-169 c,0,,6.19546900,5,1.210,0.108,,0,0.95 m Kepler Telescope,1,285.999891,2014-05-14,,,0.86,14.194,0.76,4997.00,http://exoplanet.eu/catalog/kepler-169_c/,http://exoplanets.org/detail/Kepler-169_c
40.919329,,,0,0,,2014,Transit,,Kepler,Kepler-169,0,,,Kepler-169 d,0,,8.34812500,5,1.250,0.112,,0,0.95 m Kepler Telescope,1,285.999891,2014-05-14,,,0.86,14.194,0.76,4997.00,http://exoplanet.eu/catalog/kepler-169_d/,http://exoplanets.org/detail/Kepler-169_d
40.919329,,,0,0,,2014,Transit,,Kepler,Kepler-169,0,,,Kepler-169 e,0,,13.76710200,5,2.200,0.196,,0,0.95 m Kepler Telescope,1,285.999891,2014-05-14,,,0.86,14.194,0.76,4997.00,http://exoplanet.eu/catalog/kepler-169_e/,http://exoplanets.org/detail/Kepler-169_e
40.919329,,,0,0,,2014,Transit,,Kepler,Kepler-169,0,,,Kepler-169 f,0,,87.09019500,5,2.580,0.230,,0,0.95 m Kepler Telescope,1,285.999891,2014-05-14,,,0.86,14.194,0.76,4997.00,http://exoplanet.eu/catalog/kepler-169_f/,http://exoplanets.org/detail/Kepler-169_f
47.815006,,,0,0,1.35000,2011,Transit,1570,Kepler,Kepler-17,0,778.65000,2.45000,Kepler-17 b,1,0.011000,1.48571080,1,14.680,1.310,5.480000,1,0.95 m Kepler Telescope,1,298.395274,2014-05-14,1.780,800.00,1.16,14.141,1.05,5781.00,http://exoplanet.eu/catalog/kepler-17_b/,http://exoplanets.org/detail/Kepler-17_b
41.629604,,,0,0,,2014,Transit,,Kepler,Kepler-170,0,,,Kepler-170 b,0,,7.93059200,2,3.200,0.285,,0,0.95 m Kepler Telescope,1,284.521193,2014-05-14,,,,14.387,1.03,5679.00,http://exoplanet.eu/catalog/kepler-170_b/,http://exoplanets.org/detail/Kepler-170_b
41.629604,,,0,0,,2014,Transit,,Kepler,Kepler-170,0,,,Kepler-170 c,0,,16.66586300,2,2.860,0.255,,0,0.95 m Kepler Telescope,1,284.521193,2014-05-14,,,,14.387,1.03,5679.00,http://exoplanet.eu/catalog/kepler-170_c/,http://exoplanets.org/detail/Kepler-170_c
41.755537,,,0,0,,2014,Transit,,Kepler,Kepler-171,0,,,Kepler-171 b,0,,4.16697200,3,2.340,0.209,,0,0.95 m Kepler Telescope,1,296.771914,2014-05-14,,,,14.883,0.84,5642.00,http://exoplanet.eu/catalog/kepler-171_b/,http://exoplanets.org/detail/Kepler-171_b
41.755537,,,0,0,,2014,Transit,,Kepler,Kepler-171,0,,,Kepler-171 c,0,,11.46346200,3,2.560,0.228,,0,0.95 m Kepler Telescope,1,296.771914,2014-05-14,,,,14.883,0.84,5642.00,http://exoplanet.eu/catalog/kepler-171_c/,http://exoplanets.org/detail/Kepler-171_c
41.755537,,,0,0,,2014,Transit,,Kepler,Kepler-171,0,,,Kepler-171 d,0,,39.59551900,3,1.890,0.169,,0,0.95 m Kepler Telescope,1,296.771914,2014-05-14,,,,14.883,0.84,5642.00,http://exoplanet.eu/catalog/kepler-171_d/,http://exoplanets.org/detail/Kepler-171_d
41.821857,,,0,0,,2014,Transit,,Kepler,Kepler-172,0,,,Kepler-172 b,0,,2.94030900,4,2.350,0.210,,0,0.95 m Kepler Telescope,1,283.368413,2014-05-14,,,0.86,14.532,1.08,5526.00,http://exoplanet.eu/catalog/kepler-172_b/,http://exoplanets.org/detail/Kepler-172_b
41.821857,,,0,0,,2014,Transit,,Kepler,Kepler-172,0,,,Kepler-172 c,0,,6.38899600,4,2.860,0.255,,0,0.95 m Kepler Telescope,1,283.368413,2014-05-14,,,0.86,14.532,1.08,5526.00,http://exoplanet.eu/catalog/kepler-172_c/,http://exoplanets.org/detail/Kepler-172_c
41.821857,,,0,0,,2014,Transit,,Kepler,Kepler-172,0,,,Kepler-172 d,0,,14.62711900,4,2.250,0.201,,0,0.95 m Kepler Telescope,1,283.368413,2014-05-14,,,0.86,14.532,1.08,5526.00,http://exoplanet.eu/catalog/kepler-172_d/,http://exoplanets.org/detail/Kepler-172_d
41.821857,,,0,0,,2014,Transit,,Kepler,Kepler-172,0,,,Kepler-172 e,0,,35.11873600,4,2.760,0.246,,0,0.95 m Kepler Telescope,1,283.368413,2014-05-14,,,0.86,14.532,1.08,5526.00,http://exoplanet.eu/catalog/kepler-172_e/,http://exoplanets.org/detail/Kepler-172_e
41.884106,,,0,0,,2014,Transit,,Kepler,Kepler-173,0,,,Kepler-173 b,0,,4.26374200,2,1.290,0.115,,0,0.95 m Kepler Telescope,1,294.646695,2014-05-14,,,0.78,14.209,0.95,6031.00,http://exoplanet.eu/catalog/kepler-173_b/,http://exoplanets.org/detail/Kepler-173_b
41.884106,,,0,0,,2014,Transit,,Kepler,Kepler-173,0,,,Kepler-173 c,0,,8.00577700,2,2.430,0.217,,0,0.95 m Kepler Telescope,1,294.646695,2014-05-14,,,0.78,14.209,0.95,6031.00,http://exoplanet.eu/catalog/kepler-173_c/,http://exoplanets.org/detail/Kepler-173_c
43.832092,,,0,0,,2014,Transit,,Kepler,Kepler-174,0,,,Kepler-174 b,0,,13.98179000,3,1.960,0.175,,0,0.95 m Kepler Telescope,1,287.439194,2014-05-14,,,,14.287,0.62,4880.00,http://exoplanet.eu/catalog/kepler-174_b/,http://exoplanets.org/detail/Kepler-174_b
43.832092,,,0,0,,2014,Transit,,Kepler,Kepler-174,0,,,Kepler-174 c,0,,44.00052900,3,1.490,0.133,,0,0.95 m Kepler Telescope,1,287.439194,2014-05-14,,,,14.287,0.62,4880.00,http://exoplanet.eu/catalog/kepler-174_c/,http://exoplanets.org/detail/Kepler-174_c
43.832092,,,0,0,,2014,Transit,,Kepler,Kepler-174,0,,,Kepler-174 d,0,,247.35373000,3,2.190,0.195,,0,0.95 m Kepler Telescope,1,287.439194,2014-05-14,,,,14.287,0.62,4880.00,http://exoplanet.eu/catalog/kepler-174_d/,http://exoplanets.org/detail/Kepler-174_d
43.876183,,,0,0,,2014,Transit,,Kepler,Kepler-175,0,,,Kepler-175 b,0,,11.90351500,2,2.560,0.228,,0,0.95 m Kepler Telescope,1,289.553283,2014-05-14,,,1.04,14.939,1.01,6064.00,http://exoplanet.eu/catalog/kepler-175_b/,http://exoplanets.org/detail/Kepler-175_b
43.876183,,,0,0,,2014,Transit,,Kepler,Kepler-175,0,,,Kepler-175 c,0,,34.03525700,2,3.100,0.277,,0,0.95 m Kepler Telescope,1,289.553283,2014-05-14,,,1.04,14.939,1.01,6064.00,http://exoplanet.eu/catalog/kepler-175_c/,http://exoplanets.org/detail/Kepler-175_c
43.853259,,,0,0,,2014,Transit,,Kepler,Kepler-176,0,,,Kepler-176 b,0,,5.43307400,3,1.430,0.128,,0,0.95 m Kepler Telescope,1,294.667956,2014-05-14,,,,14.550,0.89,5232.00,http://exoplanet.eu/catalog/kepler-176_b/,http://exoplanets.org/detail/Kepler-176_b
43.853259,,,0,0,,2014,Transit,,Kepler,Kepler-176,0,,,Kepler-176 c,0,,12.75971200,3,2.600,0.232,,0,0.95 m Kepler Telescope,1,294.667956,2014-05-14,,,,14.550,0.89,5232.00,http://exoplanet.eu/catalog/kepler-176_c/,http://exoplanets.org/detail/Kepler-176_c
43.853259,,,0,0,,2014,Transit,,Kepler,Kepler-176,0,,,Kepler-176 d,0,,25.75197400,3,2.510,0.224,,0,0.95 m Kepler Telescope,1,294.667956,2014-05-14,,,,14.550,0.89,5232.00,http://exoplanet.eu/catalog/kepler-176_d/,http://exoplanets.org/detail/Kepler-176_d
45.053207,,,0,0,,2013,Transit,,Kepler,Kepler-177,0,2.00000,0.00600,Kepler-177 b,0,,36.85500000,2,2.900,0.259,,0,0.95 m Kepler Telescope,1,286.047132,2014-05-14,,,1.07,15.000,1.07,5942.00,http://exoplanet.eu/catalog/kepler-177_b/,
45.053207,,,0,0,,2013,Transit,,Kepler,Kepler-177,0,7.50000,0.02400,Kepler-177 c,0,,49.41200000,2,7.100,0.633,,0,0.95 m Kepler Telescope,1,286.047132,2014-05-14,,,1.07,15.000,1.07,5942.00,http://exoplanet.eu/catalog/kepler-177_c/,
46.896477,,,0,0,,2014,Transit,,Kepler,Kepler-178,0,,,Kepler-178 b,0,,9.57669400,3,2.900,0.259,,0,0.95 m Kepler Telescope,1,287.101089,2014-05-14,,,,14.598,1.07,5676.00,http://exoplanet.eu/catalog/kepler-178_b/,http://exoplanets.org/detail/Kepler-178_b
46.896477,,,0,0,,2014,Transit,,Kepler,Kepler-178,0,,,Kepler-178 c,0,,20.55280200,3,2.880,0.257,,0,0.95 m Kepler Telescope,1,287.101089,2014-05-14,,,,14.598,1.07,5676.00,http://exoplanet.eu/catalog/kepler-178_c/,http://exoplanets.org/detail/Kepler-178_c
46.896477,,,0,0,,2014,Transit,,Kepler,Kepler-178,0,,,Kepler-178 d,0,,96.67898800,3,3.950,0.352,,0,0.95 m Kepler Telescope,1,287.101089,2014-05-14,,,,14.598,1.07,5676.00,http://exoplanet.eu/catalog/kepler-178_d/,http://exoplanets.org/detail/Kepler-178_d
47.762043,,,0,0,,2014,Transit,,Kepler,Kepler-179,0,,,Kepler-179 b,0,,2.73592600,2,1.640,0.146,,0,0.95 m Kepler Telescope,1,298.663735,2014-05-14,,,,14.613,0.76,5302.00,http://exoplanet.eu/catalog/kepler-179_b/,http://exoplanets.org/detail/Kepler-179_b
47.762043,,,0,0,,2014,Transit,,Kepler,Kepler-179,0,,,Kepler-179 c,0,,6.40013000,2,2.000,0.178,,0,0.95 m Kepler Telescope,1,298.663735,2014-05-14,,,,14.613,0.76,5302.00,http://exoplanet.eu/catalog/kepler-179_c/,http://exoplanets.org/detail/Kepler-179_c
44.746321,,,0,0,4.90000,2011,Transit,,Kepler,Kepler-18,0,6.90000,0.02200,Kepler-18 b,0,0.000000,3.50472500,3,2.000,0.178,8.580000,1,0.95 m Kepler Telescope,1,298.079439,2014-05-14,10.000,,0.97,13.549,1.11,5345.00,http://exoplanet.eu/catalog/kepler-18_b/,http://exoplanets.org/detail/Kepler-18_b
44.746321,,,0,0,0.59000,2011,Transit,,Kepler,Kepler-18,0,17.30000,0.05400,Kepler-18 c,0,0.000000,7.64159000,3,5.490,0.490,14.430000,1,0.95 m Kepler Telescope,1,298.079439,2014-05-14,10.000,,0.97,13.549,1.11,5345.00,http://exoplanet.eu/catalog/kepler-18_c/,http://exoplanets.org/detail/Kepler-18_c
44.746321,,,0,0,0.27000,2011,Transit,,Kepler,Kepler-18,0,16.40000,0.05200,Kepler-18 d,0,0.000000,14.85888000,3,6.980,0.623,22.480000,1,0.95 m Kepler Telescope,1,298.079439,2014-05-14,10.000,,0.97,13.549,1.11,5345.00,http://exoplanet.eu/catalog/kepler-18_d/,http://exoplanets.org/detail/Kepler-18_d
49.774586,,,0,0,,2014,Transit,,Kepler,Kepler-180,0,,,Kepler-180 b,0,,13.81712400,2,1.500,0.134,,0,0.95 m Kepler Telescope,1,295.571343,2014-05-14,,,0.84,14.350,1.06,5731.00,http://exoplanet.eu/catalog/kepler-180_b/,http://exoplanets.org/detail/Kepler-180_b
49.774586,,,0,0,,2014,Transit,,Kepler,Kepler-180,0,,,Kepler-180 c,0,,41.88577500,2,3.010,0.269,,0,0.95 m Kepler Telescope,1,295.571343,2014-05-14,,,0.84,14.350,1.06,5731.00,http://exoplanet.eu/catalog/kepler-180_c/,http://exoplanets.org/detail/Kepler-180_c
50.095806,,,0,0,,2014,Transit,,Kepler,Kepler-181,0,,,Kepler-181 b,0,,3.13787300,2,1.270,0.113,,0,0.95 m Kepler Telescope,1,296.151402,2014-05-14,,,,14.707,0.75,5333.00,http://exoplanet.eu/catalog/kepler-181_b/,http://exoplanets.org/detail/Kepler-181_b
50.095806,,,0,0,,2014,Transit,,Kepler,Kepler-181,0,,,Kepler-181 c,0,,4.30214900,2,1.990,0.178,,0,0.95 m Kepler Telescope,1,296.151402,2014-05-14,,,,14.707,0.75,5333.00,http://exoplanet.eu/catalog/kepler-181_c/,http://exoplanets.org/detail/Kepler-181_c
50.586246,,,0,0,,2014,Transit,,Kepler,Kepler-182,0,,,Kepler-182 b,0,,9.82579200,2,2.580,0.230,,0,0.95 m Kepler Telescope,1,289.830114,2014-05-14,,,1.14,14.896,1.15,6250.00,http://exoplanet.eu/catalog/kepler-182_b/,http://exoplanets.org/detail/Kepler-182_b
50.586246,,,0,0,,2014,Transit,,Kepler,Kepler-182,0,,,Kepler-182 c,0,,20.68434200,2,3.430,0.306,,0,0.95 m Kepler Telescope,1,289.830114,2014-05-14,,,1.14,14.896,1.15,6250.00,http://exoplanet.eu/catalog/kepler-182_c/,http://exoplanets.org/detail/Kepler-182_c
39.315898,,,0,0,,2014,Transit,,Kepler,Kepler-183,0,,,Kepler-183 b,0,,5.68794500,2,2.060,0.184,,0,0.95 m Kepler Telescope,1,293.530848,2014-05-14,,,,14.943,0.96,5888.00,http://exoplanet.eu/catalog/kepler-183_b/,http://exoplanets.org/detail/Kepler-183_b
39.315898,,,0,0,,2014,Transit,,Kepler,Kepler-183,0,,,Kepler-183 c,0,,11.63707100,2,2.270,0.203,,0,0.95 m Kepler Telescope,1,293.530848,2014-05-14,,,,14.943,0.96,5888.00,http://exoplanet.eu/catalog/kepler-183_c/,http://exoplanets.org/detail/Kepler-183_c
43.074715,,,0,0,,2014,Transit,,Kepler,Kepler-184,0,,,Kepler-184 b,0,,10.68757600,3,2.360,0.211,,0,0.95 m Kepler Telescope,1,291.951908,2014-05-14,,,,14.338,0.87,5788.00,http://exoplanet.eu/catalog/kepler-184_b/,http://exoplanets.org/detail/Kepler-184_b
43.074715,,,0,0,,2014,Transit,,Kepler,Kepler-184,0,,,Kepler-184 c,0,,20.30300500,3,1.970,0.176,,0,0.95 m Kepler Telescope,1,291.951908,2014-05-14,,,,14.338,0.87,5788.00,http://exoplanet.eu/catalog/kepler-184_c/,http://exoplanets.org/detail/Kepler-184_c
43.074715,,,0,0,,2014,Transit,,Kepler,Kepler-184,0,,,Kepler-184 d,0,,29.02235800,3,2.490,0.222,,0,0.95 m Kepler Telescope,1,291.951908,2014-05-14,,,,14.338,0.87,5788.00,http://exoplanet.eu/catalog/kepler-184_d/,http://exoplanets.org/detail/Kepler-184_d
43.889915,,,0,0,,2014,Transit,,Kepler,Kepler-185,0,,,Kepler-185 b,0,,1.63290000,2,1.170,0.104,,0,0.95 m Kepler Telescope,1,282.468103,2014-05-14,,,0.79,14.458,0.81,5208.00,http://exoplanet.eu/catalog/kepler-185_b/,http://exoplanets.org/detail/Kepler-185_b
43.889915,,,0,0,,2014,Transit,,Kepler,Kepler-185,0,,,Kepler-185 c,0,,20.72904200,2,2.020,0.180,,0,0.95 m Kepler Telescope,1,282.468103,2014-05-14,,,0.79,14.458,0.81,5208.00,http://exoplanet.eu/catalog/kepler-185_c/,http://exoplanets.org/detail/Kepler-185_c
